SCHOOLID	CHILDID	GRADE	YEAR	TIME	RETAINED	SWITCH_SCHOOLS	DISADVANTAGED	TLI_MATH	MALE	ETHNICITY	RACE	FIRST_COHORT	LAST_COHORT	USI	MATH_SESSIONS	N_TEACHERS	ETHNIC
647	204	6	2000	3	0	0	1	67	0	hispanic	3	6	7	2	0	49	3
647	202	5	1998	1	0	0	1	86	0	hispanic	3	6	6	2	0	49	3
647	202	6	1999	2	0	0	1	89	0	hispanic	3	6	6	2	0	49	3
647	171	5	1995	1	0	0	0	87	0	white	1	3	3	2	0	49	1
647	171	6	1996	2	0	0	0	88	0	white	1	3	3	2	0	49	1
647	138	3	1994	1	0	0	0	82	0	white	1	4	4	2	0	49	1
647	138	4	1995	2	0	1	0	85	0	white	1	4	4	2	0	49	1
647	119	4	1994	1	0	0	1	91	1	hispanic	3	3	3	2	0	49	3
647	119	5	1995	2	0	1	1	92	1	hispanic	3	3	3	2	0	49	3
647	119	6	1996	3	0	0	1	89	1	hispanic	3	3	3	2	0	49	3
647	109	3	1995	1	0	0	0	64	0	hispanic	3	5	5	2	0	49	3
647	109	4	1996	2	0	0	0	66	0	hispanic	3	5	5	2	0	49	3
647	109	5	1997	3	0	0	0	70	0	hispanic	3	5	5	2	0	49	3
647	109	6	1998	4	0	0	0	78	0	hispanic	3	5	5	2	0	49	3
647	92	6	1994	1	0	0	0	82	1	white	1	1	1	2	0	49	1
599	847	3	1998	1	0	0	1	77	1	black	2	8	8	3	1	35.7	2
599	847	4	1999	2	0	0	1	91	1	black	2	8	8	3	1	35.7	2
599	847	5	2000	3	0	0	1	92	1	black	2	8	8	3	1	35.7	2
599	837	3	1998	1	0	0	1	69	0	black	2	8	8	3	1	35.7	2
599	801	4	1999	1	0	0	1	82	0	black	2	8	8	3	1	35.7	2
599	792	3	1997	1	0	0	1	82	1	black	2	7	7	3	1	35.7	2
599	792	4	1998	2	0	0	1	67	1	black	2	7	7	3	1	35.7	2
599	792	6	2000	4	0	1	1	62	1	black	2	7	7	3	1	35.7	2
599	760	3	1998	1	0	0	1	50	1	black	2	8	8	3	1	35.7	2
599	750	3	1996	1	0	0	1	70	1	black	2	6	6	3	1	35.7	2
599	750	4	1997	2	0	0	1	63	1	black	2	6	6	3	1	35.7	2
599	661	3	1999	1	0	0	0	63	1	black	2	9	9	3	1	35.7	2
599	661	4	2000	2	0	0	0	70	1	black	2	9	9	3	1	35.7	2
599	632	3	1995	1	0	0	0	79	1	black	2	5	5	3	1	35.7	2
599	632	4	1996	2	0	0	0	81	1	black	2	5	5	3	1	35.7	2
599	632	5	1997	3	0	0	0	82	1	black	2	5	5	3	1	35.7	2
599	617	3	1999	1	0	0	1	78	1	black	2	9	9	3	1	35.7	2
599	617	4	2000	2	0	0	1	83	1	black	2	9	9	3	1	35.7	2
599	573	3	2000	1	0	0	1	25	0	black	2	10	10	3	1	35.7	2
599	482	5	1994	1	0	0	1	75	0	black	2	2	2	3	1	35.7	2
599	482	6	1995	2	0	0	0	72	0	black	2	2	2	3	1	35.7	2
599	479	4	1994	1	0	0	0	53	1	black	2	3	3	3	1	35.7	2
599	479	5	1995	2	0	0	0	65	1	black	2	3	3	3	1	35.7	2
599	479	6	1996	3	0	0	1	68	1	black	2	3	3	3	1	35.7	2
599	386	3	1994	1	0	0	1	50	1	black	2	4	4	3	1	35.7	2
599	386	4	1995	2	0	0	0	44	1	black	2	4	4	3	1	35.7	2
599	386	5	1996	3	0	0	1	59	1	black	2	4	4	3	1	35.7	2
599	386	6	1997	4	0	0	1	66	1	black	2	4	4	3	1	35.7	2
599	360	4	1994	1	0	0	0	54	0	black	2	3	3	3	1	35.7	2
599	360	5	1995	2	0	0	1	52	0	black	2	3	3	3	1	35.7	2
599	338	3	1995	1	0	0	0	39	0	black	2	5	5	3	1	35.7	2
599	338	4	1996	2	0	0	0	48	0	black	2	5	5	3	1	35.7	2
599	338	5	1997	3	0	0	0	62	0	black	2	5	5	3	1	35.7	2
599	338	6	1998	4	0	0	0	69	0	black	2	5	5	3	1	35.7	2
599	334	3	1994	1	0	0	0	45	1	black	2	4	4	3	1	35.7	2
599	334	4	1995	2	0	0	0	63	1	black	2	4	4	3	1	35.7	2
599	334	5	1996	3	0	0	1	74	1	black	2	4	4	3	1	35.7	2
599	334	6	1997	4	0	0	1	77	1	black	2	4	4	3	1	35.7	2
599	292	3	1999	1	0	0	1	65	1	black	2	9	9	3	1	35.7	2
599	292	4	2000	2	0	0	1	68	1	black	2	9	9	3	1	35.7	2
599	254	5	1994	1	0	0	1	58	1	black	2	2	2	3	1	35.7	2
599	254	6	1995	2	0	0	0	45	1	black	2	2	2	3	1	35.7	2
599	228	5	1994	1	0	0	1	83	0	black	2	2	2	3	1	35.7	2
599	228	6	1995	2	0	0	1	72	0	black	2	2	2	3	1	35.7	2
599	61	3	1994	1	0	0	1	30	0	black	2	4	4	3	1	35.7	2
599	61	4	1995	2	0	1	1	48	0	black	2	4	4	3	1	35.7	2
599	61	5	1996	3	0	0	1	53	0	black	2	4	4	3	1	35.7	2
599	61	6	1997	4	0	0	1	59	0	black	2	4	4	3	1	35.7	2
540	890	3	1997	1	0	0	1	66	1	black	2	7	8	1	0	33.9	2
540	890	4	1998	2	0	0	1	33	1	black	2	7	8	1	0	33.9	2
540	890	4	1999	3	1	0	1	58	1	black	2	7	8	1	0	33.9	2
540	890	5	2000	4	0	0	1	57	1	black	2	7	8	1	0	33.9	2
540	876	4	1994	1	0	0	0	81	0	black	2	3	3	1	0	33.9	2
540	876	5	1995	2	0	0	0	75	0	black	2	3	3	1	0	33.9	2
540	876	6	1996	3	0	0		78	0	black	2	3	3	1	0	33.9	2
540	850	3	1995	1	0	0	1	79	0	black	2	5	5	1	0	33.9	2
540	850	4	1996	2	0	0		89	0	black	2	5	5	1	0	33.9	2
540	850	5	1997	3	0	1	0	82	0	black	2	5	5	1	0	33.9	2
540	850	6	1998	4	0	0	1	79	0	black	2	5	5	1	0	33.9	2
540	813	3	1995	1	0	0	0	66	1	black	2	5	5	1	0	33.9	2
540	813	4	1996	2	0	0	1	81	1	black	2	5	5	1	0	33.9	2
540	813	6	1998	4	0	0	1	81	1	black	2	5	5	1	0	33.9	2
540	779	3	1997	1	0	0	1	64	1	black	2	7	8	1	0	33.9	2
540	779	4	1998	2	0	0	1	46	1	black	2	7	8	1	0	33.9	2
540	779	4	1999	3	1	0	1	59	1	black	2	7	8	1	0	33.9	2
540	779	5	2000	4	0	0	1	66	1	black	2	7	8	1	0	33.9	2
540	726	3	1996	1	0	0	1	75	0	hispanic	3	6	6	1	0	33.9	3
540	726	4	1997	2	0	0	1	81	0	hispanic	3	6	6	1	0	33.9	3
540	726	5	1998	3	0	1		78	0	hispanic	3	6	6	1	0	33.9	3
540	726	6	1999	4	0	0		81	0	hispanic	3	6	6	1	0	33.9	3
540	590	4	2000	1	0	0	1	68	1	hispanic	3	9	9	1	0	33.9	3
540	558	3	2000	1	0	0	1	90	1	hispanic	3	10	10	1	0	33.9	3
540	490	4	1994	1	0	0	1	69	1	black	2	3	3	1	0	33.9	2
540	490	5	1995	2	0	0	0	71	1	black	2	3	3	1	0	33.9	2
540	490	6	1996	3	0	0	1	74	1	black	2	3	3	1	0	33.9	2
540	486	5	1994	1	0	0		86	1	hispanic	3	2	2	1	0	33.9	3
540	486	6	1995	2	0	0		78	1	hispanic	3	2	2	1	0	33.9	3
540	484	4	1995	1	0	0		30	0	black	2	3	3	1	0	33.9	2
540	484	6	1996	2	0	1	1	26	0	black	2	3	3	1	0	33.9	2
540	459	4	1994	1	0	0	1	76	0	black	2	3	3	1	0	33.9	2
540	459	5	1995	2	0	0	1	73	0	black	2	3	3	1	0	33.9	2
540	459	6	1996	3	0	1	1	79	0	black	2	3	3	1	0	33.9	2
540	451	4	1994	1	0	0	0	49	0	black	2	3	3	1	0	33.9	2
540	451	5	1995	2	0	0	0	60	0	black	2	3	3	1	0	33.9	2
540	451	6	1996	3	0	0	1	59	0	black	2	3	3	1	0	33.9	2
540	417	3	1997	1	0	0	1	74	0	black	2	7	7	1	0	33.9	2
540	417	4	1998	2	0	0	1	83	0	black	2	7	7	1	0	33.9	2
540	417	5	1999	3	0	0		76	0	black	2	7	7	1	0	33.9	2
540	417	6	2000	4	0	0		75	0	black	2	7	7	1	0	33.9	2
540	330	3	1994	1	0	0	0	74	0	black	2	4	4	1	0	33.9	2
540	330	4	1995	2	0	0	1	88	0	black	2	4	4	1	0	33.9	2
540	330	5	1996	3	0	0	1	81	0	black	2	4	4	1	0	33.9	2
540	330	6	1997	4	0	0	1	83	0	black	2	4	4	1	0	33.9	2
540	251	3	1994	1	0	0	1	24	0	black	2	4	4	1	0	33.9	2
540	251	4	1995	2	0	0	1	48	0	black	2	4	4	1	0	33.9	2
540	251	5	1996	3	0	0	1	53	0	black	2	4	4	1	0	33.9	2
540	213	3	1995	1	0	0	0	28	0	black	2	5	5	1	0	33.9	2
540	213	5	1997	3	0	0	1	28	0	black	2	5	5	1	0	33.9	2
540	213	6	1998	4	0	0	1	53	0	black	2	5	5	1	0	33.9	2
540	166	6	1997	1	0	0		58	1	black	2	4	4	1	0	33.9	2
540	140	3	1997	1	0	0	1	88	1	black	2	7	7	1	0	33.9	2
540	140	4	1998	2	0	0	1	90	1	black	2	7	7	1	0	33.9	2
540	140	5	1999	3	0	0	1	91	1	black	2	7	7	1	0	33.9	2
540	140	6	2000	4	0	0	1	90	1	black	2	7	7	1	0	33.9	2
540	26	3	1994	1	0	0	1	80	0	black	2	4	4	1	0	33.9	2
540	26	4	1995	2	0	0	1	89	0	black	2	4	4	1	0	33.9	2
540	26	6	1997	4	0	1		87	0	black	2	4	4	1	0	33.9	2
494	947	3	1996	1	0	0	0	68	0	white	1	6	6	3	0	31.2	1
494	947	4	1997	2	0	0		83	0	white	1	6	6	3	0	31.2	1
494	947	5	1998	3	0	0	0	84	0	white	1	6	6	3	0	31.2	1
494	947	6	1999	4	0	0		86	0	white	1	6	6	3	0	31.2	1
494	745	5	1998	1	0	0	1	90	1	hispanic	3	6	6	3	0	31.2	3
494	745	6	1999	2	0	0	1	75	1	hispanic	3	6	6	3	0	31.2	3
494	738	3	1995	1	0	0		51	1	black	2	5	5	3	0	31.2	2
494	738	4	1996	2	0	0		51	1	black	2	5	5	3	0	31.2	2
494	738	5	1997	3	0	0		62	1	black	2	5	5	3	0	31.2	2
494	738	6	1998	4	0	0		76	1	black	2	5	5	3	0	31.2	2
494	683	3	1999	1	0	0	1	84	0	hispanic	3	9	9	3	0	31.2	3
494	683	4	2000	2	0	0	1	90	0	hispanic	3	9	9	3	0	31.2	3
494	673	3	1999	1	0	0	1	86	1	hispanic	3	9	9	3	0	31.2	3
494	673	4	2000	2	0	0	1	90	1	hispanic	3	9	9	3	0	31.2	3
494	577	3	1998	1	0	0	1	25	0	black	2	8	9	3	0	31.2	2
494	577	3	1999	2	1	1	1	61	0	black	2	8	9	3	0	31.2	2
494	534	4	1995	1	0	0	1	89	1	hispanic	3	4	4	3	0	31.2	3
494	534	5	1996	2	0	0	1	85	1	hispanic	3	4	4	3	0	31.2	3
494	534	6	1997	3	0	0	1	87	1	hispanic	3	4	4	3	0	31.2	3
494	524	4	1998	1	0	0	1	83	0	black	2	7	7	3	0	31.2	2
494	524	5	1999	2	0	1	1	78	0	black	2	7	7	3	0	31.2	2
494	524	6	2000	3	0	0	1	84	0	black	2	7	7	3	0	31.2	2
494	514	6	1994	1	0	0	1	69	0	black	2	1	1	3	0	31.2	2
494	432	4	1994	1	0	0	0	53	0	black	2	3	3	3	0	31.2	2
494	432	5	1995	2	0	0		69	0	black	2	3	3	3	0	31.2	2
494	432	6	1996	3	0	0		79	0	black	2	3	3	3	0	31.2	2
494	390	4	1994	1	0	0	0	79	0	white	1	3	3	3	0	31.2	1
494	390	5	1995	2	0	0	0	78	0	white	1	3	3	3	0	31.2	1
494	390	6	1996	3	0	0	0	68	0	white	1	3	3	3	0	31.2	1
494	212	3	1995	1	0	0	1	49	1	white	1	5	5	3	0	31.2	1
494	198	6	1998	1	0	0		76	0	white	1	5	5	3	0	31.2	1
494	115	5	1995	1	0	0	1	90	0	hispanic	3	3	3	3	0	31.2	3
494	91	4	1994	1	0	0	1	78	0	hispanic	3	3	3	3	0	31.2	3
494	74	3	1994	1	0	0	0	63	1	other	4	4	4	3	0	31.2	4
494	74	4	1995	2	0	0	1	72	1	other	4	4	4	3	0	31.2	4
494	74	5	1996	3	0	0	1	67	1	other	4	4	4	3	0	31.2	4
494	74	6	1997	4	0	0	1	64	1	other	4	4	4	3	0	31.2	4
494	65	4	1994	1	0	0	1	56	1	black	2	3	3	3	0	31.2	2
494	65	5	1995	2	0	0	1	57	1	black	2	3	3	3	0	31.2	2
494	65	6	1996	3	0	0	1	49	1	black	2	3	3	3	0	31.2	2
494	49	5	1999	1	0	0	1	85	0	hispanic	3	7	7	3	0	31.2	3
494	49	6	2000	2	0	0	1	80	0	hispanic	3	7	7	3	0	31.2	3
494	42	5	1994	1	0	0	1	85	0	black	2	2	2	3	0	31.2	2
494	42	6	1995	2	0	0	1	85	0	black	2	2	2	3	0	31.2	2
494	13	5	1994	1	0	0	1	49	0	white	1	2	2	3	0	31.2	1
494	13	6	1995	2	0	0	1	48	0	white	1	2	2	3	0	31.2	1
441	992	3	1995	1	0	0	1	22	1	black	2	5	5	3	0	43.9	2
441	992	4	1996	2	0	0	1	27	1	black	2	5	5	3	0	43.9	2
441	992	5	1997	3	0	0	1	40	1	black	2	5	5	3	0	43.9	2
441	992	6	1998	4	0	0	1	32	1	black	2	5	5	3	0	43.9	2
441	967	3	1995	1	0	0	1	70	1	black	2	5	5	3	0	43.9	2
441	967	4	1996	2	0	0	1	84	1	black	2	5	5	3	0	43.9	2
441	967	5	1997	3	0	0	1	84	1	black	2	5	5	3	0	43.9	2
441	967	6	1998	4	0	0	1	79	1	black	2	5	5	3	0	43.9	2
441	927	3	1996	1	0	0	1	59	1	black	2	6	6	3	0	43.9	2
441	927	4	1997	2	0	0	1	83	1	black	2	6	6	3	0	43.9	2
441	927	5	1998	3	0	0	1	66	1	black	2	6	6	3	0	43.9	2
441	927	6	1999	4	0	0	1	78	1	black	2	6	6	3	0	43.9	2
441	884	3	1998	1	0	0	1	79	1	black	2	8	8	3	0	43.9	2
441	884	4	1999	2	0	0	1	73	1	black	2	8	8	3	0	43.9	2
441	872	4	2000	1	0	0	1	78	0	black	2	9	9	3	0	43.9	2
441	841	3	1999	1	0	0	1	37	0	hispanic	3	9	9	3	0	43.9	3
441	841	4	2000	2	0	0	1	64	0	hispanic	3	9	9	3	0	43.9	3
441	840	6	1999	1	0	0	1	70	0	hispanic	3	6	6	3	0	43.9	3
441	802	3	1999	1	0	0	1	84	1	black	2	9	9	3	0	43.9	2
441	716	3	1998	1	0	0	1	45	0	black	2	8	9	3	0	43.9	2
441	716	3	1999	2	1	0	1	25	0	black	2	8	9	3	0	43.9	2
441	644	3	1999	1	0	0	1	37	0	black	2	9	9	3	0	43.9	2
441	644	4	2000	2	0	0	1	53	0	black	2	9	9	3	0	43.9	2
441	615	3	1999	1	0	0		78	0	black	2	9	9	3	0	43.9	2
441	615	4	2000	2	0	0	0	88	0	black	2	9	9	3	0	43.9	2
441	527	4	1995	1	0	0		68	0	hispanic	3	4	4	3	0	43.9	3
441	527	5	1996	2	0	0		74	0	hispanic	3	4	4	3	0	43.9	3
441	527	6	1997	3	0	0		76	0	hispanic	3	4	4	3	0	43.9	3
441	493	5	1994	1	0	0	0	42	1	black	2	2	2	3	0	43.9	2
441	493	6	1995	2	0	0	1	66	1	black	2	2	2	3	0	43.9	2
441	383	4	1995	1	0	0	1	32	0	black	2	4	4	3	0	43.9	2
441	383	5	1996	2	0	1	1	66	0	black	2	4	4	3	0	43.9	2
441	383	6	1997	3	0	1	1	73	0	black	2	4	4	3	0	43.9	2
441	362	3	1995	1	0	0	1	26	1	black	2	5	5	3	0	43.9	2
441	362	4	1996	2	0	0	1	38	1	black	2	5	5	3	0	43.9	2
441	306	4	1994	1	0	0	0	69	1	black	2	3	3	3	0	43.9	2
441	306	5	1995	2	0	0	0	63	1	black	2	3	3	3	0	43.9	2
441	306	6	1996	3	0	0	1	76	1	black	2	3	3	3	0	43.9	2
441	247	3	1995	1	0	0	1	81	0	black	2	5	5	3	0	43.9	2
441	247	4	1996	2	0	0	1	87	0	black	2	5	5	3	0	43.9	2
441	247	5	1997	3	0	0	1	85	0	black	2	5	5	3	0	43.9	2
441	247	6	1998	4	0	1		89	0	black	2	5	5	3	0	43.9	2
441	124	3	1994	1	0	0	0	65	0	black	2	4	4	3	0	43.9	2
441	124	4	1995	2	0	0	0	79	0	black	2	4	4	3	0	43.9	2
441	124	5	1996	3	0	0	0	67	0	black	2	4	4	3	0	43.9	2
441	124	6	1997	4	0	0	0	81	0	black	2	4	4	3	0	43.9	2
441	78	3	1997	1	0	0	1	70	0	black	2	7	7	3	0	43.9	2
441	78	4	1998	2	0	0	1	77	0	black	2	7	7	3	0	43.9	2
441	78	5	1999	3	0	0	1	85	0	black	2	7	7	3	0	43.9	2
441	78	6	2000	4	0	0	1	78	0	black	2	7	7	3	0	43.9	2
441	19	4	1998	1	0	0	1	75	1	black	2	7	7	3	0	43.9	2
441	19	5	1999	2	0	0	1	78	1	black	2	7	7	3	0	43.9	2
441	19	6	2000	3	0	0	1	84	1	black	2	7	7	3	0	43.9	2
394	910	3	1994	1	0	0	0	93	0	white	1	4	4	3	1	53.1	1
394	910	4	1995	2	0	0	0	91	0	white	1	4	4	3	1	53.1	1
394	910	5	1996	3	0	0	0	93	0	white	1	4	4	3	1	53.1	1
394	910	6	1997	4	0	0	0	90	0	white	1	4	4	3	1	53.1	1
394	812	3	1998	1	0	0	1	70	1	black	2	8	8	3	1	53.1	2
394	806	3	2000	1	0	0	0	81	0	white	1	10	10	3	1	53.1	1
394	776	4	1994	1	0	0	0	86	0	white	1	3	3	3	1	53.1	1
394	776	5	1995	2	0	0	0	87	0	white	1	3	3	3	1	53.1	1
394	776	6	1996	3	0	0	0	90	0	white	1	3	3	3	1	53.1	1
394	761	3	1999	1	0	0	0	91	1	white	1	9	9	3	1	53.1	1
394	761	4	2000	2	0	0	0	87	1	white	1	9	9	3	1	53.1	1
394	699	3	1998	1	0	0	1	58	1	black	2	8	8	3	1	53.1	2
394	699	4	1999	2	0	1	1	70	1	black	2	8	8	3	1	53.1	2
394	699	5	2000	3	0	0	0	76	1	black	2	8	8	3	1	53.1	2
394	689	3	1996	1	0	0	1	80	1	hispanic	3	6	6	3	1	53.1	3
394	689	4	1997	2	0	0	1	91	1	hispanic	3	6	6	3	1	53.1	3
394	689	5	1998	3	0	0		93	1	hispanic	3	6	6	3	1	53.1	3
394	689	6	1999	4	0	1	1	90	1	hispanic	3	6	6	3	1	53.1	3
394	675	3	1997	1	0	0		93	0	white	1	7	7	3	1	53.1	1
394	675	4	1998	2	0	0	0	84	0	white	1	7	7	3	1	53.1	1
394	675	5	1999	3	0	0		87	0	white	1	7	7	3	1	53.1	1
394	654	3	1999	1	0	0	0	56	0	black	2	9	9	3	1	53.1	2
394	654	4	2000	2	0	0	1	80	0	black	2	9	9	3	1	53.1	2
394	599	3	1995	1	0	0	0	64	1	white	1	5	5	3	1	53.1	1
394	599	4	1996	2	0	0	0	77	1	white	1	5	5	3	1	53.1	1
394	599	5	1997	3	0	0	0	57	1	white	1	5	5	3	1	53.1	1
394	599	6	1998	4	0	0	0	86	1	white	1	5	5	3	1	53.1	1
394	569	3	2000	1	0	0	1	76	1	hispanic	3	10	10	3	1	53.1	3
394	497	5	1994	1	0	0	0	78	1	white	1	2	2	3	1	53.1	1
394	497	6	1995	2	0	0	0	78	1	white	1	2	2	3	1	53.1	1
394	371	3	1998	1	0	0	1	81	1	black	2	8	8	3	1	53.1	2
394	371	4	1999	2	0	0	1	82	1	black	2	8	8	3	1	53.1	2
394	371	5	2000	3	0	0	1	90	1	black	2	8	8	3	1	53.1	2
394	353	3	1994	1	0	0		78	0	black	2	4	4	3	1	53.1	2
394	353	4	1995	2	0	0		84	0	black	2	4	4	3	1	53.1	2
394	353	5	1996	3	0	0		81	0	black	2	4	4	3	1	53.1	2
394	353	6	1997	4	0	0		92	0	black	2	4	4	3	1	53.1	2
394	235	6	1999	1	0	0	1	80	1	hispanic	3	6	6	3	1	53.1	3
394	178	3	1998	1	0	0	1	75	0	black	2	8	8	3	1	53.1	2
394	178	4	1999	2	0	1	1	58	0	black	2	8	8	3	1	53.1	2
394	168	4	1994	1	0	0		86	1	hispanic	3	3	3	3	1	53.1	3
394	168	5	1995	2	0	0	1	85	1	hispanic	3	3	3	3	1	53.1	3
394	168	6	1996	3	0	0	1	89	1	hispanic	3	3	3	3	1	53.1	3
394	148	6	1994	1	0	0	0	83	1	white	1	1	1	3	1	53.1	1
394	135	3	1998	1	0	0	1	67	1	black	2	8	8	3	1	53.1	2
394	133	5	1994	1	0	0	0	88	1	white	1	2	2	3	1	53.1	1
394	133	6	1995	2	0	0	0	87	1	white	1	2	2	3	1	53.1	1
338	959	3	1998	1	0	0	1	91	1	black	2	8	8	2	2	45.7	2
338	959	4	1999	2	0	0	1	90	1	black	2	8	8	2	2	45.7	2
338	959	5	2000	3	0	0	1	93	1	black	2	8	8	2	2	45.7	2
338	955	3	1997	1	0	0	1	84	0	black	2	7	7	2	2	45.7	2
338	955	4	1998	2	0	0	1	83	0	black	2	7	7	2	2	45.7	2
338	955	5	1999	3	0	1	1	87	0	black	2	7	7	2	2	45.7	2
338	955	6	2000	4	0	0	1	91	0	black	2	7	7	2	2	45.7	2
338	916	3	1998	1	0	0	1	87	0	black	2	8	8	2	2	45.7	2
338	916	4	1999	2	0	0	1	86	0	black	2	8	8	2	2	45.7	2
338	916	5	2000	3	0	0	1	90	0	black	2	8	8	2	2	45.7	2
338	882	6	1997	1	0	0	1	58	1	black	2	4	5	2	2	45.7	2
338	882	6	1998	2	1	0	1	63	1	black	2	4	5	2	2	45.7	2
338	857	3	1998	1	0	0	1	89	0	black	2	8	8	2	2	45.7	2
338	857	4	1999	2	0	0	1	91	0	black	2	8	8	2	2	45.7	2
338	857	5	2000	3	0	0	1	93	0	black	2	8	8	2	2	45.7	2
338	830	3	1998	1	0	0	1	52	0	black	2	8	8	2	2	45.7	2
338	830	4	1999	2	0	0	1	83	0	black	2	8	8	2	2	45.7	2
338	830	5	2000	3	0	0	1	88	0	black	2	8	8	2	2	45.7	2
338	825	3	1998	1	0	0	1	87	1	black	2	8	8	2	2	45.7	2
338	825	4	1999	2	0	1	1	91	1	black	2	8	8	2	2	45.7	2
338	825	5	2000	3	0	0	1	88	1	black	2	8	8	2	2	45.7	2
338	816	3	2000	1	0	0	1	76	0	black	2	10	10	2	2	45.7	2
338	638	3	1998	1	0	0	1	87	0	black	2	8	8	2	2	45.7	2
338	638	4	1999	2	0	1	1	76	0	black	2	8	8	2	2	45.7	2
338	638	5	2000	3	0	0	1	82	0	black	2	8	8	2	2	45.7	2
338	628	3	1995	1	0	0	1	66	0	black	2	5	5	2	2	45.7	2
338	628	4	1996	2	0	0	1	83	0	black	2	5	5	2	2	45.7	2
338	628	5	1997	3	0	0	1	73	0	black	2	5	5	2	2	45.7	2
338	628	6	1998	4	0	1	1	77	0	black	2	5	5	2	2	45.7	2
338	591	3	1999	1	0	0	1	76	0	black	2	9	9	2	2	45.7	2
338	591	4	2000	2	0	0	1	71	0	black	2	9	9	2	2	45.7	2
338	559	3	2000	1	0	0	1	65	1	black	2	10	10	2	2	45.7	2
338	512	6	1994	1	0	0	0	78	0	black	2	1	1	2	2	45.7	2
338	448	4	1994	1	0	0	0	86	0	black	2	3	3	2	2	45.7	2
338	448	5	1995	2	0	0	0	76	0	black	2	3	3	2	2	45.7	2
338	448	6	1996	3	0	0	1	74	0	black	2	3	3	2	2	45.7	2
338	423	4	1994	1	0	0	0	73	1	black	2	3	3	2	2	45.7	2
338	423	5	1995	2	0	1	1	55	1	black	2	3	3	2	2	45.7	2
338	423	6	1996	3	0	0	1	87	1	black	2	3	3	2	2	45.7	2
338	236	3	1997	1	0	0	1	84	0	black	2	7	7	2	2	45.7	2
338	236	4	1998	2	0	0	1	83	0	black	2	7	7	2	2	45.7	2
338	236	5	1999	3	0	0	1	92	0	black	2	7	7	2	2	45.7	2
338	236	6	2000	4	0	0	1	87	0	black	2	7	7	2	2	45.7	2
338	222	3	1996	1	0	0	1	65	0	black	2	6	7	2	2	45.7	2
338	222	4	1997	2	0	0	1	63	0	black	2	6	7	2	2	45.7	2
338	222	4	1998	3	1	0	1	79	0	black	2	6	7	2	2	45.7	2
338	222	5	1999	4	0	0	1	81	0	black	2	6	7	2	2	45.7	2
338	222	6	2000	5	0	0	1	81	0	black	2	6	7	2	2	45.7	2
338	130	6	1994	1	0	0	1	68	0	black	2	1	1	2	2	45.7	2
338	98	4	1994	1	0	0	1	68	0	black	2	3	3	2	2	45.7	2
338	98	5	1995	2	0	0	1	63	0	black	2	3	3	2	2	45.7	2
338	98	6	1996	3	0	0	1	78	0	black	2	3	3	2	2	45.7	2
338	38	3	1997	1	0	0	1	86	0	black	2	7	7	2	2	45.7	2
338	38	4	1998	2	0	0	1	81	0	black	2	7	7	2	2	45.7	2
338	38	5	1999	3	0	0	1	83	0	black	2	7	7	2	2	45.7	2
338	38	6	2000	4	0	0	1	83	0	black	2	7	7	2	2	45.7	2
278	981	4	1996	1	0	0	1	54	0	black	2	5	5	2	2	40.8	2
278	981	5	1997	2	0	0	1	57	0	black	2	5	5	2	2	40.8	2
278	981	6	1998	3	0	0	1	69	0	black	2	5	5	2	2	40.8	2
278	906	3	1997	1	0	0	1	68	0	hispanic	3	7	7	2	2	40.8	3
278	906	4	1998	2	0	0	1	73	0	hispanic	3	7	7	2	2	40.8	3
278	906	5	1999	3	0	0	1	86	0	hispanic	3	7	7	2	2	40.8	3
278	906	6	2000	4	0	0	1	86	0	hispanic	3	7	7	2	2	40.8	3
278	865	3	1998	1	0	0	1	83	0	black	2	8	8	2	2	40.8	2
278	865	4	1999	2	0	0	1	79	0	black	2	8	8	2	2	40.8	2
278	865	5	2000	3	0	0	1	86	0	black	2	8	8	2	2	40.8	2
278	819	3	1997	1	0	0	1	88	1	hispanic	3	7	7	2	2	40.8	3
278	819	4	1998	2	0	0	1	91	1	hispanic	3	7	7	2	2	40.8	3
278	819	5	1999	3	0	0	1	91	1	hispanic	3	7	7	2	2	40.8	3
278	819	6	2000	4	0	0	1	90	1	hispanic	3	7	7	2	2	40.8	3
278	736	5	1999	1	0	0	1	82	1	hispanic	3	7	7	2	2	40.8	3
278	736	6	2000	2	0	0	1	82	1	hispanic	3	7	7	2	2	40.8	3
278	732	3	1994	1	0	0	0	63	1	black	2	4	4	2	2	40.8	2
278	732	4	1995	2	0	0	0	78	1	black	2	4	4	2	2	40.8	2
278	732	5	1996	3	0	0		88	1	black	2	4	4	2	2	40.8	2
278	732	6	1997	4	0	0		88	1	black	2	4	4	2	2	40.8	2
278	712	4	1994	1	0	0		89	1	white	1	3	3	2	2	40.8	1
278	712	5	1995	2	0	0	0	82	1	white	1	3	3	2	2	40.8	1
278	702	3	1995	1	0	0	1	64	0	black	2	5	5	2	2	40.8	2
278	702	4	1996	2	0	0	0	69	0	black	2	5	5	2	2	40.8	2
278	702	5	1997	3	0	0	0	69	0	black	2	5	5	2	2	40.8	2
278	702	6	1998	4	0	0	1	68	0	black	2	5	5	2	2	40.8	2
278	668	4	1994	1	0	0	0	88	0	white	1	3	3	2	2	40.8	1
278	668	5	1995	2	0	0		87	0	white	1	3	3	2	2	40.8	1
278	668	6	1996	3	0	0		83	0	white	1	3	3	2	2	40.8	1
278	664	3	1996	1	0	0		38	1	black	2	6	6	2	2	40.8	2
