CUSIP	PERMNO	PERMCO	HSICCD	TICKER	COMNAM	DATE	PRC	RET	VWRETD	SPRTRN	qyear	qmonth	qday	riskf	retfree	vwfree	spfree	Time
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	29DEC1995	17.625	24.77876097	1.539985	1.744388	1995	12	29	0.3835833333	24.395177637	1.1564016667	1.3608046667	12
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31JAN1996	16.75	-4.964539	2.808744	3.261734	1996	1	31	0.4125	-5.377039	2.396244	2.849234	13
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	29FEB1996	17.25	2.98507456	1.605816	0.6933744	1996	2	29	0.4166666667	2.5684078933	1.1891493333	0.2767077333	14
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	29MAR1996	16.625	-3.6231883	1.120208	0.7916556	1996	3	29	0.4345	-4.0576883	0.685708	0.3571556	15
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30APR1996	17.625	6.01503775	2.512533	1.343145	1996	4	30	0.40725	5.60778775	2.105283	0.935895	16
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31MAY1996	18.5	4.96453904	2.672205	2.285339	1996	5	31	0.4209166667	4.5436223733	2.2512883333	1.8644223333	17
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	28JUN1996	17.875	-3.3783782	-0.7659201	0.2256695	1996	6	28	0.4030833333	-3.781461533	-1.169003433	-0.177413833	18
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31JUL1996	17.625	-1.3986014	-5.339026	-4.574803	1996	7	31	0.421	-1.8196014	-5.760026	-4.995803	19
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30AUG1996	17.75	0.70921984	3.222239	1.881397	1996	8	30	0.4276666667	0.2815531733	2.7945723333	1.4537303333	20
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30SEP1996	18.25	2.81690136	5.299181	5.417261	1996	9	30	0.4174166667	2.3994846933	4.8817643333	4.9998443333	21
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31OCT1996	9	4.10959162	1.393774	2.613086	1996	10	31	0.4143333333	3.6952582867	0.9794406667	2.1987526667	22
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	29NOV1996	9.5	5.5555556	6.572963	7.337615	1996	11	29	0.41325	5.1423056	6.159713	6.924365	23
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31DEC1996	11.5	21.05263174	-1.136152	-2.150538	1996	12	31	0.407	20.64563174	-1.543152	-2.557538	24
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31JAN1997	10.75	-6.5217391	5.303951	6.131706	1997	1	31	0.415	-6.9367391	4.888951	5.716706	25
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	28FEB1997	11	2.32558139	-0.0888769	0.5927547	1997	2	28	0.4221666667	1.9034147233	-0.511043567	0.1705880333	26
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31MAR1997	12.125	10.22727266	-4.439577	-4.2614	1997	3	31	0.4360833333	9.7911893267	-4.875660333	-4.697483333	27
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30APR1997	11.875	-2.0618556	4.248022	5.840554	1997	4	30	0.41675	-2.4786056	3.831272	5.423804	28
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30MAY1997	12.5	5.26315793	7.1263	5.857688	1997	5	30	0.36875	4.89440793	6.75755	5.488938	29
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30JUN1997	12.9375	3.50000001	4.419938	4.345263	1997	6	30	0.42125	3.07875001	3.998688	3.924013	30
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	31JUL1997	13.9375	7.72946849	7.631584	7.812323	1997	7	31	0.4273333333	7.3021351567	7.2042506667	7.3849896667	31
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	29AUG1997	14	0.44843052	-3.645599	-5.744585	1997	8	29	0.419	0.02943052	-4.064599	-6.163585	32
	11406	9247	6331	CSH	CAPSURE HOLDINGS CORP	30SEP1997	15	7.14285746	5.800938	5.315352	1997	9	30	0.3965833333	6.7462741267	5.4043546667	4.9187686667	33
	11406	9247	6331	SUR	C N A SURETY CORP	31OCT1997	15.1875	5.58333322	-3.411617	-3.447766	1997	10	31	0.4085833333	5.1747498867	-3.820200333	-3.856349333	34
	11406	9247	6331	SUR	C N A SURETY CORP	28NOV1997	14.5	-4.5267489	3.111925	4.458682	1997	11	28	0.4166666667	-4.943415567	2.6952583333	4.0420153333	35
	11406	9247	6331	SUR	C N A SURETY CORP	31DEC1997	15.4375	6.46551698	1.797892	1.573163	1997	12	31	0.4265	6.03901698	1.371392	1.146663	36
	11406	9247	6331	SUR	C N A SURETY CORP	30JAN1998	15.875	2.83400808	0.4423167	1.015014	1998	1	30	0.4196666667	2.4143414133	0.0226500333	0.5953473333	37
	11406	9247	6331	SUR	C N A SURETY CORP	27FEB1998	15.75	-0.7874016	7.282165	7.044926	1998	2	27	0.4276666667	-1.215068267	6.8544983333	6.6172593333	38
	11406	9247	6331	SUR	C N A SURETY CORP	31MAR1998	15.9375	1.19047621	5.135155	4.994568	1998	3	31	0.4366666667	0.7538095433	4.6984883333	4.5579013333	39
	11406	9247	6331	SUR	C N A SURETY CORP	30APR1998	16.75	5.09803928	1.093683	0.9076469	1998	4	30	0.3948333333	4.7032059467	0.6988496667	0.5128135667	40
	11406	9247	6331	SUR	C N A SURETY CORP	29MAY1998	16.1875	-3.3582091	-2.545036	-1.882617	1998	5	29	0.3814166667	-3.739625767	-2.926452667	-2.264033667	41
	11406	9247	6331	SUR	C N A SURETY CORP	30JUN1998	14.75	-8.880309	3.272685	3.943822	1998	6	30	0.3928333333	-9.273142333	2.8798516667	3.5509886667	42
	11406	9247	6331	SUR	C N A SURETY CORP	31JUL1998	13.375	-9.3220338	-2.315474	-1.16154	1998	7	31	0.39625	-9.7182838	-2.711724	-1.55779	43
	11406	9247	6331	SUR	C N A SURETY CORP	31AUG1998	13	-2.8037382	-15.67651	-14.57967	1998	8	31	0.39175	-3.1954882	-16.06826	-14.97142	44
	11406	9247	6331	SUR	C N A SURETY CORP	30SEP1998	14.5	11.5384616	6.413473	6.239554	1998	9	30	0.3365	11.2019616	6.076973	5.903054	45
	11406	9247	6331	SUR	C N A SURETY CORP	30OCT1998	14.0625	-3.0172413	7.438411	8.02942	1998	10	30	0.2964166667	-3.313657967	7.1419943333	7.7330033333	46
	11406	9247	6331	SUR	C N A SURETY CORP	30NOV1998	14.6875	5.01333326	6.181145	5.912603	1998	11	30	0.3705833333	4.6427499267	5.8105616667	5.5420196667	47
	11406	9247	6331	SUR	C N A SURETY CORP	31DEC1998	15.75	7.23404288	6.330867	5.637531	1998	12	31	0.3665833333	6.8674595467	5.9642836667	5.2709476667	48
	11406	9247	6331	SUR	C N A SURETY CORP	29JAN1999	13.375	-15.0793657	3.82932	4.100941	1999	1	29	0.3678333333	-15.44719903	3.4614866667	3.7331076667	49
	11406	9247	6331	SUR	C N A SURETY CORP	26FEB1999	10.5	-21.4953274	-3.786729	-3.228252	1999	2	26	0.3759166667	-21.87124407	-4.162645667	-3.604168667	50
	11406	9247	6331	SUR	C N A SURETY CORP	31MAR1999	12.375	18.6190486	3.80318	3.879418	1999	3	31	0.38025	18.2387986	3.42293	3.499168	51
	11406	9247	6331	SUR	C N A SURETY CORP	30APR1999	13.5	9.09090936	4.892567	3.794398	1999	4	30	0.3715	8.71940936	4.521067	3.422898	52
	11406	9247	6331	SUR	C N A SURETY CORP	28MAY1999	14.5	7.40740746	-2.081311	-2.497042	1999	5	28	0.36875	7.03865746	-2.450061	-2.865792	53
	11406	9247	6331	SUR	C N A SURETY CORP	30JUN1999	15.3125	6.15517236	5.093777	5.443833	1999	6	30	0.37025	5.78492236	4.723527	5.073583	54
	11406	9247	6331	SUR	C N A SURETY CORP	30JUL1999	15	-2.0408163	-3.062632	-3.20461	1999	7	30	0.37125	-2.4120663	-3.433882	-3.57586	55
	11406	9247	6331	SUR	C N A SURETY CORP	31AUG1999	12.9375	-13.7500003	-1.004459	-0.6254139	1999	8	31	0.3754166667	-14.12541697	-1.379875667	-1.000830567	56
	11406	9247	6331	SUR	C N A SURETY CORP	30SEP1999	13.125	2.06763279	-2.280906	-2.855174	1999	9	30	0.3755	1.69213279	-2.656406	-3.230674	57
	11406	9247	6331	SUR	C N A SURETY CORP	29OCT1999	11.5	-12.3809524	6.225669	6.253947	1999	10	29	0.36425	-12.7452024	5.861419	5.889697	58
	11406	9247	6331	SUR	C N A SURETY CORP	30NOV1999	11.125	-3.2608695	3.609573	1.906187	1999	11	30	0.3813333333	-3.642202833	3.2282396667	1.5248536667	59
	11406	9247	6331	SUR	C N A SURETY CORP	31DEC1999	13	17.57303476	8.30537	5.784392	1999	12	31	0.4255833333	17.147451427	7.8797866667	5.3588086667	60
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JAN1995	4.25	1.9999953	2.055579	2.427766	1995	1	31	0.4335	1.5664953	1.622079	1.994266	1
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28FEB1995	4	-5.882353	3.962284	3.607415	1995	2	28	0.4199166667	-6.302269667	3.5423673333	3.1874983333	2
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAR1995	4.25	6.25	2.698227	2.732924	1995	3	31	0.4829166667	5.7670833333	2.2153103333	2.2500073333	3
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28APR1995	3.625	-14.705883	2.488283	2.79603	1995	4	28	0.4795	-15.185383	2.008783	2.31653	4
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAY1995	3.75	3.44827585	3.414649	3.631171	1995	5	31	0.4719166667	2.9763591833	2.9427323333	3.1592543333	5
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JUN1995	3.5	-6.666667	3.084069	2.127859	1995	6	30	0.4455	-7.112167	2.638569	1.682359	6
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JUL1995	3.875	10.71428582	4.066735	3.177604	1995	7	31	0.4555833333	10.258702487	3.6111516667	2.7220206667	7
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31AUG1995	3.9375	1.61290318	0.9342693	-0.0320251	1995	8	31	0.449	1.16390318	0.4852693	-0.4810251	8
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29SEP1995	4.625	17.46031791	3.639053	4.009753	1995	9	29	0.4480833333	17.012234577	3.1909696667	3.5616696667	9
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31OCT1995	4.5625	-1.3513514	-1.114542	-0.4979381	1995	10	31	0.4199166667	-1.771268067	-1.534458667	-0.917854767	10
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30NOV1995	4.375	-4.109589	4.297101	4.104901	1995	11	30	0.45325	-4.562839	3.843851	3.651651	11
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29DEC1995	5.0625	15.71428627	1.539985	1.744388	1995	12	29	0.3835833333	15.330702937	1.1564016667	1.3608046667	12
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JAN1996	4.875	1.11110648	2.808744	3.261734	1996	1	31	0.4125	0.69860648	2.396244	2.849234	13
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29FEB1996	4.875	0	1.605816	0.6933744	1996	2	29	0.4166666667	-0.416666667	1.1891493333	0.2767077333	14
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29MAR1996	4.375	-10.2564104	1.120208	0.7916556	1996	3	29	0.4345	-10.6909104	0.685708	0.3571556	15
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30APR1996	4.375	0	2.512533	1.343145	1996	4	30	0.40725	-0.40725	2.105283	0.935895	16
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAY1996	4.5	2.85714287	2.672205	2.285339	1996	5	31	0.4209166667	2.4362262033	2.2512883333	1.8644223333	17
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28JUN1996	4.5625	1.3888889	-0.7659201	0.2256695	1996	6	28	0.4030833333	0.9858055667	-1.169003433	-0.177413833	18
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JUL1996	4.375	-4.109589	-5.339026	-4.574803	1996	7	31	0.421	-4.530589	-5.760026	-4.995803	19
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30AUG1996	4.875	11.42857149	3.222239	1.881397	1996	8	30	0.4276666667	11.000904823	2.7945723333	1.4537303333	20
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30SEP1996	4.625	-5.1282052	5.299181	5.417261	1996	9	30	0.4174166667	-5.545621867	4.8817643333	4.9998443333	21
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31OCT1996	4.5	-2.7027028	1.393774	2.613086	1996	10	31	0.4143333333	-3.117036133	0.9794406667	2.1987526667	22
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29NOV1996	4.75	5.5555556	6.572963	7.337615	1996	11	29	0.41325	5.1423056	6.159713	6.924365	23
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31DEC1996	5.25	10.52631587	-1.136152	-2.150538	1996	12	31	0.407	10.11931587	-1.543152	-2.557538	24
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JAN1997	4.6875	-6.2500045	5.303951	6.131706	1997	1	31	0.415	-6.6650045	4.888951	5.716706	25
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28FEB1997	4.0625	-13.333334	-0.0888769	0.5927547	1997	2	28	0.4221666667	-13.75550067	-0.511043567	0.1705880333	26
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAR1997	4.625	13.84615451	-4.439577	-4.2614	1997	3	31	0.4360833333	13.410071177	-4.875660333	-4.697483333	27
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30APR1997	4.625	0	4.248022	5.840554	1997	4	30	0.41675	-0.41675	3.831272	5.423804	28
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30MAY1997	4.5	-2.7027028	7.1263	5.857688	1997	5	30	0.36875	-3.0714528	6.75755	5.488938	29
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JUN1997	4.375	-2.7777778	4.419938	4.345263	1997	6	30	0.42125	-3.1990278	3.998688	3.924013	30
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JUL1997	4.125	-5.7142857	7.631584	7.812323	1997	7	31	0.4273333333	-6.141619033	7.2042506667	7.3849896667	31
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29AUG1997	4.375	6.06060624	-3.645599	-5.744585	1997	8	29	0.419	5.64160624	-4.064599	-6.163585	32
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30SEP1997	4.375	0	5.800938	5.315352	1997	9	30	0.3965833333	-0.396583333	5.4043546667	4.9187686667	33
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31OCT1997	4.375	0	-3.411617	-3.447766	1997	10	31	0.4085833333	-0.408583333	-3.820200333	-3.856349333	34
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28NOV1997	4.21875	-3.5714287	3.111925	4.458682	1997	11	28	0.4166666667	-3.988095367	2.6952583333	4.0420153333	35
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31DEC1997	4.3125	2.22222228	1.797892	1.573163	1997	12	31	0.4265	1.79572228	1.371392	1.146663	36
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JAN1998	4	-2.6087001	0.4423167	1.015014	1998	1	30	0.4196666667	-3.028366767	0.0226500333	0.5953473333	37
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	27FEB1998	3.875	-3.125	7.282165	7.044926	1998	2	27	0.4276666667	-3.552666667	6.8544983333	6.6172593333	38
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAR1998	3.875	0	5.135155	4.994568	1998	3	31	0.4366666667	-0.436666667	4.6984883333	4.5579013333	39
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30APR1998	3.859375	-0.4032258	1.093683	0.9076469	1998	4	30	0.3948333333	-0.798059133	0.6988496667	0.5128135667	40
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29MAY1998	3.875	0.40485831	-2.545036	-1.882617	1998	5	29	0.3814166667	0.0234416433	-2.926452667	-2.264033667	41
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JUN1998	4.125	6.45161271	3.272685	3.943822	1998	6	30	0.3928333333	6.0587793767	2.8798516667	3.5509886667	42
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31JUL1998	4.1875	1.51515156	-2.315474	-1.16154	1998	7	31	0.39625	1.11890156	-2.711724	-1.55779	43
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31AUG1998	3.875	-7.4626863	-15.67651	-14.57967	1998	8	31	0.39175	-7.8544363	-16.06826	-14.97142	44
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30SEP1998	3.40625	-12.0967738	6.413473	6.239554	1998	9	30	0.3365	-12.4332738	6.076973	5.903054	45
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30OCT1998	3.4375	0.91743115	7.438411	8.02942	1998	10	30	0.2964166667	0.6210144833	7.1419943333	7.7330033333	46
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30NOV1998	3.375	-1.8181818	6.181145	5.912603	1998	11	30	0.3705833333	-2.188765133	5.8105616667	5.5420196667	47
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31DEC1998	3.09375	-8.3333336	6.330867	5.637531	1998	12	31	0.3665833333	-8.699916933	5.9642836667	5.2709476667	48
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29JAN1999	2.75	-11.1111112	3.82932	4.100941	1999	1	29	0.3678333333	-11.47894453	3.4614866667	3.7331076667	49
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	26FEB1999	3.125	13.63636404	-3.786729	-3.228252	1999	2	26	0.3759166667	13.260447373	-4.162645667	-3.604168667	50
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31MAR1999	2.75	-7.6000042	3.80318	3.879418	1999	3	31	0.38025	-7.9802542	3.42293	3.499168	51
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30APR1999	3	9.09090936	4.892567	3.794398	1999	4	30	0.3715	8.71940936	4.521067	3.422898	52
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	28MAY1999	3.09375	3.125	-2.081311	-2.497042	1999	5	28	0.36875	2.75625	-2.450061	-2.865792	53
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JUN1999	2.9375	-5.050505	5.093777	5.443833	1999	6	30	0.37025	-5.420755	4.723527	5.073583	54
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30JUL1999	3	2.12765951	-3.062632	-3.20461	1999	7	30	0.37125	1.75640951	-3.433882	-3.57586	55
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31AUG1999	3.0625	2.0833334	-1.004459	-0.6254139	1999	8	31	0.3754166667	1.7079167333	-1.379875667	-1.000830567	56
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30SEP1999	3.0625	0	-2.280906	-2.855174	1999	9	30	0.3755	-0.3755	-2.656406	-3.230674	57
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	29OCT1999	3.40625	11.22448966	6.225669	6.253947	1999	10	29	0.36425	10.86023966	5.861419	5.889697	58
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	30NOV1999	3.625	6.42201826	3.609573	1.906187	1999	11	30	0.3813333333	6.0406849267	3.2282396667	1.5248536667	59
81478530	11593	9418	6310	SNFC	SECURITY NATIONAL FINANC	31DEC1999	3.625	0	8.30537	5.784392	1999	12	31	0.4255833333	-0.425583333	7.8797866667	5.3588086667	60
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JAN1995	16	1.58730168	2.055579	2.427766	1995	1	31	0.4335	1.15380168	1.622079	1.994266	1
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	28FEB1995	17	6.25	3.962284	3.607415	1995	2	28	0.4199166667	5.8300833333	3.5423673333	3.1874983333	2
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31MAR1995	18.25	7.35294148	2.698227	2.732924	1995	3	31	0.4829166667	6.8700248133	2.2153103333	2.2500073333	3
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	28APR1995	17.875	-2.0547945	2.488283	2.79603	1995	4	28	0.4795	-2.5342945	2.008783	2.31653	4
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31MAY1995	11.5	-3.4965035	3.414649	3.631171	1995	5	31	0.4719166667	-3.968420167	2.9427323333	3.1592543333	5
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30JUN1995	12.75	10.86956486	3.084069	2.127859	1995	6	30	0.4455	10.42406486	2.638569	1.682359	6
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JUL1995	12.5	-1.9607844	4.066735	3.177604	1995	7	31	0.4555833333	-2.416367733	3.6111516667	2.7220206667	7
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31AUG1995	13.5	7.99999982	0.9342693	-0.0320251	1995	8	31	0.449	7.55099982	0.4852693	-0.4810251	8
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29SEP1995	14.25	5.5555556	3.639053	4.009753	1995	9	29	0.4480833333	5.1074722667	3.1909696667	3.5616696667	9
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31OCT1995	15.75	10.52631587	-1.114542	-0.4979381	1995	10	31	0.4199166667	10.106399203	-1.534458667	-0.917854767	10
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30NOV1995	15.5	-1.5873017	4.297101	4.104901	1995	11	30	0.45325	-2.0405517	3.843851	3.651651	11
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29DEC1995	16.5	6.45161271	1.539985	1.744388	1995	12	29	0.3835833333	6.0680293767	1.1564016667	1.3608046667	12
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JAN1996	17.5	6.06060624	2.808744	3.261734	1996	1	31	0.4125	5.64810624	2.396244	2.849234	13
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29FEB1996	16.9375	-3.2142859	1.605816	0.6933744	1996	2	29	0.4166666667	-3.630952567	1.1891493333	0.2767077333	14
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29MAR1996	19	12.17712164	1.120208	0.7916556	1996	3	29	0.4345	11.74262164	0.685708	0.3571556	15
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30APR1996	19	0	2.512533	1.343145	1996	4	30	0.40725	-0.40725	2.105283	0.935895	16
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31MAY1996	19.5	2.63157897	2.672205	2.285339	1996	5	31	0.4209166667	2.2106623033	2.2512883333	1.8644223333	17
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	28JUN1996	21.5	10.25641039	-0.7659201	0.2256695	1996	6	28	0.4030833333	9.8533270567	-1.169003433	-0.177413833	18
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JUL1996	18.25	-15.1162788	-5.339026	-4.574803	1996	7	31	0.421	-15.5372788	-5.760026	-4.995803	19
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30AUG1996	23.1875	27.05479562	3.222239	1.881397	1996	8	30	0.4276666667	26.627128953	2.7945723333	1.4537303333	20
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30SEP1996	23.75	2.42587607	5.299181	5.417261	1996	9	30	0.4174166667	2.0084594033	4.8817643333	4.9998443333	21
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31OCT1996	24	1.05263162	1.393774	2.613086	1996	10	31	0.4143333333	0.6382982867	0.9794406667	2.1987526667	22
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29NOV1996	24.25	1.0416667	6.572963	7.337615	1996	11	29	0.41325	0.6284167	6.159713	6.924365	23
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31DEC1996	26	7.21649453	-1.136152	-2.150538	1996	12	31	0.407	6.80949453	-1.543152	-2.557538	24
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JAN1997	28	7.69230798	5.303951	6.131706	1997	1	31	0.415	7.27730798	4.888951	5.716706	25
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	28FEB1997	28	0	-0.0888769	0.5927547	1997	2	28	0.4221666667	-0.422166667	-0.511043567	0.1705880333	26
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31MAR1997	26	-7.1428575	-4.439577	-4.2614	1997	3	31	0.4360833333	-7.578940833	-4.875660333	-4.697483333	27
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30APR1997	27	3.84615399	4.248022	5.840554	1997	4	30	0.41675	3.42940399	3.831272	5.423804	28
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30MAY1997	27.375	1.3888889	7.1263	5.857688	1997	5	30	0.36875	1.0201389	6.75755	5.488938	29
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30JUN1997	30.625	11.87214628	4.419938	4.345263	1997	6	30	0.42125	11.45089628	3.998688	3.924013	30
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31JUL1997	33.375	8.97959173	7.631584	7.812323	1997	7	31	0.4273333333	8.5522583967	7.2042506667	7.3849896667	31
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	29AUG1997	32.125	-3.7453182	-3.645599	-5.744585	1997	8	29	0.419	-4.1643182	-4.064599	-6.163585	32
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30SEP1997	33	2.72373538	5.800938	5.315352	1997	9	30	0.3965833333	2.3271520467	5.4043546667	4.9187686667	33
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31OCT1997	32.125	-2.6515152	-3.411617	-3.447766	1997	10	31	0.4085833333	-3.060098533	-3.820200333	-3.856349333	34
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	28NOV1997	32.5	1.16731515	3.111925	4.458682	1997	11	28	0.4166666667	0.7506484833	2.6952583333	4.0420153333	35
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31DEC1997	31.75	-2.3076924	1.797892	1.573163	1997	12	31	0.4265	-2.7341924	1.371392	1.146663	36
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	30JAN1998	29.9375	-5.7086613	0.4423167	1.015014	1998	1	30	0.4196666667	-6.128327967	0.0226500333	0.5953473333	37
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	27FEB1998	31.25	4.38413359	7.282165	7.044926	1998	2	27	0.4276666667	3.9564669233	6.8544983333	6.6172593333	38
70787410	11713	9532	6321	PTAC	PENN TREATY AMERICAN COR	31MAR1998	29.25	-6.4000003	5.135155	4.994568	1998	3	31	0.4366666667	-6.836666967	4.6984883333	4.5579013333	39
