MS	HH	DEPEND	AGE	F1040A	F1040EZ	TPI	TXRT	MR	EMP	PREP	TAX	SUBJECT	TIME	LNTPI	LNTAX
1	0	2	0	1	0	18525.09961	17	19	0	1	1764.056274	38	2	9.826881409	7.475937843
1	0	5	0	0	0	21392.57031	17	19	1	1	1303.212891	39	2	9.970798492	7.173355103
0	0	1	0	0	1	14693.77539	21	21	0	0	1805.220825	40	2	9.595179558	7.498991966
1	0	2	0	0	0	27658.63477	26	26	0	1	3690.762939	41	2	10.22769356	8.213859558
1	0	6	0	0	0	154013.0469	48	50	0	1	29929.71875	42	2	11.94479275	10.30664063
1	0	6	0	1	0	20772.08789	17	17	0	0	1473.89563	43	2	9.941365242	7.296342373
1	0	3	0	1	0	20342.36914	19	19	0	0	2030.120483	44	2	9.920460701	7.616343021
1	0	4	0	0	0	38981.92578	23	30	0	1	3045.180664	45	2	10.57085323	8.021643639
0	1	2	0	0	0	48994.98047	37	44	0	1	10150.60254	46	2	10.79947281	9.22538662
1	0	5	0	0	0	34421.6875	23	26	1	1	2914.658691	47	2	10.44644165	7.977850914
0	0	1	0	0	0	3936.74707	0	11	1	1	0	48	2	8.27810955	0
1	0	4	0	0	0	16792.16797	15	17	0	0	953.8152466	49	2	9.728668213	6.861517906
1	0	6	0	0	0	142398.5938	48	50	0	1	33313.25391	50	2	11.86638546	10.41374016
0	0	1	0	0	1	15810.24121	21	21	0	0	2058.23291	51	2	9.668413162	7.630088806
1	0	2	0	0	0	44060.24219	35	35	0	1	8943.775391	52	2	10.69331264	9.098824501
1	0	2	1	0	0	35942.76953	26	30	0	0	4408.634766	53	2	10.48968315	8.391547203
0	0	1	0	1	0	25195.7832	32	32	0	0	4535.140625	54	2	10.13443184	8.41983223
1	0	2	0	0	0	14780.12012	17	17	0	0	1303.212891	55	2	9.601037979	7.173355103
0	1	2	0	0	0	10205.82324	15	15	0	0	518.0722656	56	2	9.230713844	6.252043247
1	0	2	1	1	0	11636.5459	15	15	0	1	645.5823364	57	2	9.361906052	6.471700668
1	0	3	0	1	0	28339.35742	26	26	0	0	3860.44165	58	2	10.25200653	8.258795738
0	1	2	0	0	0	37560.24219	34	37	0	1	5923.694824	59	2	10.53370094	8.68688488
0	0	1	0	0	0	26060.24023	32	32	0	0	4486.947754	60	2	10.16816616	8.409151077
1	0	1	0	0	0	16277.1084	26	30	0	0	2181.726807	61	2	9.697514534	7.688330173
0	0	1	0	0	0	31852.41016	32	36	0	0	5980.923828	62	2	10.36886787	8.696497917
1	0	3	0	0	0	52630.52344	35	40	0	1	10100.40137	63	2	10.87105179	9.22042942
1	0	2	0	0	0	42648.59375	30	35	0	0	5137.550293	64	2	10.66074944	8.5445261
1	0	2	0	0	0	80509.03906	40	44	0	1	13985.94336	65	2	11.29612446	9.545879364
0	0	1	0	0	1	9596.385742	17	17	0	0	916.666687	66	2	9.169141769	6.821834087
1	0	6	0	0	0	8277.108398	0	0	0	1	0	67	2	9.021248817	0
1	0	3	0	0	0	99056.22656	44	48	1	1	16104.41797	68	2	11.50344276	9.686910629
0	0	1	0	0	1	3396.586426	11	11	0	0	21.08433723	69	2	8.130526543	3.09486866
1	0	3	0	0	0	37506.02344	30	30	1	1	4549.196777	70	2	10.53225708	8.422925949
1	0	2	0	1	0	20561.24414	19	19	0	1	2153.614502	71	2	9.931162834	7.675366879
1	0	3	0	0	0	52762.04688	35	40	0	0	7573.292969	72	2	10.87354755	8.932515144
0	0	1	0	0	1	6522.088379	15	15	0	0	443.7750854	73	2	8.782949448	6.097568989
1	0	2	0	0	0	29689.75977	26	26	0	1	3791.164551	74	2	10.29855728	8.240692139
1	0	2	0	1	0	20462.85156	19	19	0	0	2287.148682	75	2	9.926366806	7.735498428
1	0	3	0	1	0	27862.44922	26	26	0	1	3716.867432	76	2	10.23503494	8.220905304
1	0	2	0	1	0	12410.64258	15	15	0	0	923.6947632	77	2	9.426309586	6.829463482
1	0	2	0	0	0	17746.98828	17	17	0	1	1712.85144	78	2	9.783970833	7.446498394
0	1	2	0	1	0	6409.638672	11	11	0	0	0	79	2	8.765558243	0
0	0	1	0	0	0	9223.895508	0	15	0	1	0	80	2	9.129552841	0
1	0	3	0	0	0	44131.52734	35	35	0	0	6676.707031	81	2	10.69493008	8.806529999
0	0	1	1	0	0	9337.349609	15	15	0	1	677.7108154	82	2	9.141777992	6.520195007
1	0	2	0	0	0	131402.6094	48	50	1	1	32530.12109	83	2	11.78602123	10.38995266
1	0	4	0	0	0	43822.28906	35	35	0	1	7327.309082	84	2	10.68789768	8.899499893
0	0	1	0	0	1	2892.570313	0	0	0	0	0	85	2	7.969900608	0
1	0	4	0	0	0	37707.83203	26	30	0	1	3798.192871	86	2	10.53762341	8.242544174
1	0	5	0	0	0	14754.01563	11	15	0	1	0	87	2	9.599270821	0
1	0	2	1	0	0	189639.5625	50	50	1	1	65843.375	88	2	12.15288067	11.0950489
1	0	3	0	0	0	47541.16406	30	35	0	0	6026.104492	89	2	10.76935101	8.704022408
0	0	1	0	1	0	12169.67871	19	19	0	1	1352.409668	90	2	9.406702995	7.210382462
0	0	1	0	0	0	10055.2207	19	17	0	0	1276.10437	91	2	9.215847015	7.152350426
0	0	1	0	0	0	8155.622559	0	15	0	1	0	92	2	9.006463051	0
1	0	2	0	1	0	31120.48242	26	26	0	1	4408.634766	93	2	10.34562111	8.391547203
1	0	5	0	0	0	20423.69531	17	17	1	1	1266.064209	94	2	9.924450874	7.144457817
1	0	5	0	0	0	32561.24414	26	26	0	1	3462.851318	95	2	10.39087772	8.150135994
1	0	5	0	0	0	43755.01953	30	35	0	1	5124.498047	96	2	10.68636131	8.541982651
1	0	4	0	1	0	8155.622559	11	11	0	0	0	97	2	9.006463051	0
1	0	2	0	0	0	24682.73047	19	23	0	1	2163.654541	98	2	10.11385918	7.680016041
1	0	5	0	0	0	33233.9375	23	26	0	0	3295.180664	99	2	10.41132641	8.100520134
0	0	1	1	0	0	23654.61914	28	28	0	0	3315.260986	100	2	10.07131386	8.106593132
0	0	1	1	0	0	34736.94922	36	36	0	1	6157.630371	101	2	10.45555878	8.725609779
0	0	1	0	0	1	3404.618408	11	11	0	0	15.06024075	102	2	8.13288784	2.776346684
1	0	2	0	1	0	25513.05273	23	23	0	0	3110.44165	103	2	10.146945	8.042841911
0	0	1	0	0	1	5182.730957	13	13	0	0	215.8634491	104	2	8.553087234	5.379267693
0	0	1	0	1	0	25545.18164	32	32	0	0	4679.71875	105	2	10.14820385	8.451207161
0	0	1	0	0	1	6135.541992	15	15	0	0	353.4136658	106	2	8.721853256	5.870464802
0	0	1	0	0	0	31400.60156	28	36	0	0	4152.610352	107	2	10.35458279	8.33173275
0	0	1	0	0	1	2424.69873	0	0	0	0	0	108	2	7.793462753	0
0	1	2	0	1	0	20322.28906	25	25	0	0	2713.855469	109	2	9.919473648	7.906494141
1	0	2	0	0	0	44250	30	35	0	0	6115.461914	110	2	10.69761086	8.71873951
0	1	2	0	1	0	22371.48633	25	25	0	0	3178.714844	111	2	10.01554203	8.064546585
1	0	4	0	0	0	39826.30469	26	35	0	0	4734.939941	112	2	10.59228325	8.462935448
1	0	2	0	0	0	26547.18945	23	23	0	1	2706.827393	113	2	10.18667889	7.903902054
1	0	2	0	0	0	39245.98438	35	35	0	1	6992.97168	114	2	10.57760429	8.852804184
1	0	2	0	0	0	31083.33398	23	26	1	1	2925.702881	115	2	10.34442711	7.981631756
0	1	3	0	1	0	19780.12109	21	21	0	0	1546.184692	116	2	9.892433167	7.344192028
0	0	1	0	0	0	29891.56641	32	32	0	1	5386.546387	117	2	10.30533123	8.591845512
0	0	1	0	0	0	18521.08398	19	24	0	0	1343.373535	118	2	9.826664925	7.203683376
1	0	3	0	1	0	24519.07617	23	23	0	0	2902.610352	119	2	10.10720634	7.97371006
1	0	2	1	0	0	98339.35938	44	48	0	0	23273.0918	120	2	11.49617958	10.05509567
0	0	1	0	0	0	27616.4668	28	32	1	1	3516.064209	121	2	10.22616768	8.165381432
1	0	6	0	0	0	1325.301147	0	0	1	1	0	122	2	7.189394951	0
1	0	4	0	0	0	37025.10156	26	30	0	0	4995.983887	123	2	10.51935101	8.516590118
1	0	2	0	1	0	27330.32031	26	26	0	0	3756.02417	124	2	10.21575165	8.23138237
1	0	5	0	0	0	29448.79492	19	23	0	0	1934.739014	125	2	10.29040813	7.568244457
0	1	2	0	1	0	9539.15625	15	15	0	0	0	126	2	9.163160324	0
1	0	4	0	0	0	19483.93555	17	17	1	1	1136.546143	127	2	9.877346039	7.036628723
1	0	2	0	1	0	25911.64648	23	23	0	1	3468.875488	128	2	10.16244793	8.151873589
0	0	1	1	0	0	10894.57813	17	17	0	0	924.6987915	129	2	9.296020508	6.830548763
1	0	2	0	0	0	40011.04297	30	35	0	1	5649.598633	130	2	10.59691048	8.63951683
0	0	1	0	0	0	21398.59375	28	28	0	0	3000	131	2	9.97108078	8.006700516
0	0	1	0	0	1	8274.09668	15	15	0	0	677.7108154	132	2	9.020885468	6.520195007
1	0	2	0	0	0	29294.17578	23	26	0	1	3007.028076	133	2	10.28514385	8.009039879
1	0	2	1	0	0	53886.54688	40	40	0	1	10502.00781	134	2	10.89463615	9.25941658
1	0	4	0	0	0	27871.48633	23	23	0	1	3064.25708	135	2	10.23535919	8.027886391
1	0	4	0	0	0	69299.19531	35	44	0	1	7802.208984	136	2	11.14618874	8.962290764
0	1	3	0	1	0	14729.91992	18	18	0	0	768.0722656	137	2	9.597636223	6.645184994
1	0	6	0	1	0	17029.11719	13	15	0	0	450.8032227	138	2	9.742679596	6.113246918
1	0	5	0	0	0	14227.91211	11	15	1	0	0	139	2	9.562960625	0
1	0	3	1	0	0	13235.94336	15	15	0	0	559.2369385	140	2	9.490691185	6.328359604
1	0	2	0	0	0	48902.60938	30	40	0	0	6351.405762	141	2	10.79758644	8.756588936
0	0	1	0	0	1	3649.598389	11	11	0	0	34.13654709	142	2	8.202372551	3.559241772
1	0	2	1	0	0	23115.46094	15	19	0	1	781.1245117	143	2	10.04825687	6.662014008
0	0	1	0	0	1	2127.51001	0	0	0	0	0	144	2	7.662707806	0
1	0	5	0	1	0	20081.32617	17	17	0	0	1627.51001	145	2	9.907546043	7.395421028
1	0	2	0	0	0	44018.07422	30	35	0	0	6071.285156	146	2	10.69235516	8.711490631
1	0	3	0	0	0	16634.53906	17	17	0	0	1507.028076	147	2	9.719236374	7.318558216
0	0	1	0	1	0	1487.951782	0	0	0	1	0	148	2	7.305155754	0
1	0	4	0	0	0	33983.9375	23	26	0	0	2676.706787	149	2	10.43364334	7.892715931
0	0	1	0	0	0	19163.6543	21	24	0	1	2089.357422	150	2	9.860771179	7.64509058
1	0	5	0	0	0	36085.33984	19	30	1	0	1668.674683	151	2	10.49364185	7.42038393
0	0	1	0	0	1	8126.505859	15	15	0	0	617.4699097	152	2	9.002886772	6.427248478
0	0	1	0	1	0	9651.606445	17	17	0	1	916.666687	153	2	9.174880028	6.821834087
0	0	1	0	0	0	15899.59863	19	21	0	1	1524.096436	154	2	9.674049377	7.329813004
1	0	3	0	0	0	28181.72656	19	26	1	0	1934.739014	155	2	10.24642944	7.568244457
1	0	2	0	0	0	85203.8125	40	44	0	0	15863.4541	156	2	11.35280132	9.671835899
1	0	3	0	0	0	11332.3291	15	15	1	0	526.1044312	157	2	9.335414886	6.267398834
1	0	5	0	1	0	8780.120117	0	11	0	0	0	158	2	9.080245018	0
1	0	3	0	0	0	75158.63281	35	44	1	0	7038.152832	159	2	11.22735596	8.859243393
0	1	3	0	0	0	24679.71875	19	25	0	1	1536.144531	160	2	10.11373711	7.33768177
1	0	6	0	1	0	29543.17188	23	23	0	0	3110.44165	161	2	10.29360771	8.042841911
1	0	6	0	1	0	13424.69922	11	13	0	1	212.8514099	162	2	9.504851341	5.365281582
1	0	3	0	0	0	19038.15234	19	17	0	0	1858.433716	163	2	9.854200363	7.528027058
0	0	1	0	1	0	11547.18848	15	17	0	0	858.4337158	164	2	9.354197502	6.756273746
0	1	2	0	1	0	1259.036133	0	0	0	0	0	165	2	7.138101578	0
1	0	4	0	0	0	36529.11719	26	30	0	1	4004.016113	166	2	10.5058651	8.295303345
1	0	2	0	0	0	19836.3457	17	19	1	1	1669.678711	167	2	9.895271301	7.420985222
1	0	2	1	0	0	8104.41748	11	11	0	1	58.23293304	168	2	9.000164986	4.081477642
1	0	3	0	1	0	32551.20508	26	26	0	0	4506.023926	169	2	10.39056969	8.413392067
1	0	3	0	0	0	28197.79102	15	26	1	1	968.8754883	170	2	10.24699879	6.877167702
1	0	2	0	1	0	14247.99219	15	17	0	1	1104.417725	171	2	9.564371109	7.007978439
1	0	2	0	0	0	32494.98047	26	30	0	1	4408.634766	172	2	10.38884068	8.391547203
0	1	2	0	1	0	13113.4541	18	18	0	1	1276.10437	173	2	9.481393814	7.152350426
0	1	2	0	0	0	32048.19336	29	34	0	0	5376.505859	174	2	10.37499619	8.589980125
0	0	1	0	0	0	19274.0957	24	24	0	1	2557.229004	175	2	9.866517067	7.847070694
0	0	1	0	0	1	3374.498047	11	11	0	0	1.004016042	176	2	8.124001503	0.695153177
1	0	3	0	0	0	39437.75	30	35	0	0	5453.81543	177	2	10.58247852	8.604253769
0	0	1	0	0	1	8855.421875	15	15	0	0	768.0722656	178	2	9.088785172	6.645184994
1	0	5	0	0	0	19764.05664	17	17	1	0	1624.498047	179	2	9.891620636	7.393569469
0	0	1	0	0	0	45254.01563	36	45	0	1	7713.855469	180	2	10.720047	8.950902939
1	0	4	0	0	0	53386.54688	35	40	0	0	7209.839355	181	2	10.88531399	8.883340836
0	0	1	0	0	1	10221.8877	17	17	0	0	967.87146	182	2	9.232286453	6.876132011
1	0	2	0	0	0	59079.31641	35	40	0	1	7784.136719	183	2	10.98663616	8.959971428
1	0	5	0	1	0	14494.97949	15	15	0	0	652.6104126	184	2	9.581557274	6.48251152
0	1	2	0	1	0	2182.730957	0	0	0	0	0	185	2	7.688332081	0
1	0	4	0	0	0	56213.85547	35	40	1	1	6663.654785	186	2	10.93691826	8.804573059
0	0	1	0	0	1	12922.69043	19	19	0	0	1466.867432	187	2	9.466739655	7.291565895
1	0	3	0	0	0	78666.66406	44	44	0	0	18564.25781	188	2	11.27297497	9.829047203
1	0	2	0	0	0	30174.69922	19	26	1	0	2359.437744	189	2	10.31475925	7.766602516
1	0	2	0	0	0	47.18875504	0	0	1	1	0	190	2	3.85415554	0
0	0	1	0	0	1	33143.57422	36	36	0	0	7253.012207	191	2	10.40860367	8.889309883
1	0	3	0	0	0	49401.60547	35	40	0	1	7599.397461	192	2	10.8077383	8.935956001
1	0	2	1	0	0	39672.69141	30	35	0	1	5423.694824	193	2	10.58841801	8.598716736
0	0	1	0	1	0	32668.67383	36	36	0	0	7018.072266	194	2	10.39417171	8.856386185
1	0	3	0	0	0	28083.33398	19	26	0	1	1837.349365	195	2	10.24293137	7.516623497
1	0	2	1	0	0	9065.260742	11	11	0	0	179.7188721	196	2	9.112204552	5.196942806
1	0	4	0	0	0	54679.71875	35	40	1	0	9382.530273	197	2	10.90924835	9.146711349
1	0	4	0	0	0	23109.4375	17	19	1	1	726.9076538	198	2	10.04799652	6.590174198
1	0	2	1	0	0	17301.20508	17	17	1	0	1550.200806	199	2	9.75853157	7.346784592
0	0	1	0	1	0	20752.00781	28	28	0	1	3248.996094	200	2	9.940398216	8.086408615
1	0	2	1	0	0	29849.39844	23	26	0	1	2891.566162	201	2	10.30391979	7.969899178
0	0	1	0	0	0	5182.730957	11	13	0	1	23.09236908	202	2	8.553087234	3.181895256
0	0	1	0	0	1	5956.827148	15	15	0	0	353.4136658	203	2	8.692293167	5.870464802
0	0	1	0	1	0	15112.4502	21	21	0	0	1868.473877	204	2	9.623273849	7.533412457
1	0	2	1	0	0	19558.23242	17	17	1	0	1307.228882	205	2	9.881151199	7.176429749
1	0	3	0	1	0	19376.50586	17	19	0	1	1823.293213	206	2	9.871816635	7.508947849
1	0	5	0	0	0	15737.95215	15	15	0	1	923.6947632	207	2	9.663830757	6.829463482
1	0	2	0	1	0	9452.811523	13	13	0	0	469.8795166	208	2	9.154067039	6.154602051
1	0	4	0	0	0	50358.43359	30	40	0	0	6196.787109	209	2	10.82692146	8.731947899
1	0	5	0	0	0	43865.46094	30	35	0	0	4806.225098	210	2	10.68888283	8.47787571
0	1	2	0	1	0	8521.083984	13	13	0	0	296.1847534	211	2	9.050298691	5.694354057
1	0	3	0	0	0	22266.06445	19	19	0	1	1943.775146	212	2	10.01081944	7.572901726
1	0	4	0	0	0	45703.81641	30	35	0	0	5726.907715	213	2	10.7299366	8.653105736
1	0	4	0	0	0	41117.46875	26	35	0	1	4174.69873	214	2	10.62418842	8.337037086
1	0	4	0	0	0	40043.17188	26	35	0	0	4460.843262	215	2	10.59771347	8.403317451
0	0	1	1	0	0	19685.74219	24	24	1	1	2597.389648	216	2	9.887649536	7.862647057
1	0	4	0	0	0	42868.47266	23	35	1	1	3630.521973	217	2	10.66589165	8.197406769
1	0	3	0	0	0	64381.52734	35	44	0	1	7008.032227	218	2	11.07258224	8.85495472
1	0	4	0	0	0	40779.11719	17	35	1	1	1451.807251	219	2	10.61592579	7.281252861
0	1	1	1	0	0	8636.545898	15	15	0	1	517.0682983	220	2	9.063757896	6.250106812
1	0	2	0	0	0	42686.74609	26	35	1	0	4787.148438	221	2	10.66164398	8.473898888
0	0	1	0	0	1	306.2249146	0	0	0	0	0	222	2	5.724319935	0
0	0	1	0	0	0	12635.54199	15	19	0	0	729.9196777	223	2	9.44426918	6.594303608
0	0	1	0	0	1	9098.393555	15	15	0	0	820.2811279	224	2	9.11585331	6.710865498
0	0	1	0	0	1	6649.598633	15	15	0	0	496.9879456	225	2	8.802311897	6.210576057
0	0	1	0	0	1	19619.47852	28	28	0	0	3010.040039	226	2	9.884278297	8.010041237
0	0	4	0	1	0	11171.68652	15	15	0	0	662.6505737	227	2	9.321137428	6.497756004
0	0	1	0	0	0	15482.93164	21	21	0	1	1973.89563	228	2	9.647493362	7.588270664
1	0	3	0	0	0	48106.42578	30	35	0	0	5411.646484	229	2	10.78117085	8.596493721
0	0	1	0	0	0	18001.00391	24	24	0	1	2653.614502	230	2	9.798182487	7.884054661
1	0	3	0	0	0	53056.22656	35	40	0	1	8504.015625	231	2	10.87910748	9.048411369
1	0	6	0	0	0	32952.8125	17	26	1	0	217.8714905	232	2	10.40283203	5.388484955
1	0	4	0	1	0	13601.40527	11	15	0	0	0	233	2	9.517928123	0
0	0	1	0	0	1	1438.755005	0	0	0	0	0	234	2	7.271533489	0
1	0	4	0	1	0	20442.77148	19	19	0	0	1924.698853	235	2	9.925384521	7.563044071
0	0	1	0	1	0	24509.03711	28	28	0	0	4281.124512	236	2	10.10679722	8.362204552
1	0	2	0	0	0	45052.20703	35	35	0	1	8172.690918	237	2	10.71557713	9.008675575
1	0	2	0	0	0	69676.70313	35	44	0	0	9909.638672	238	2	11.15162182	9.201364517
1	0	2	0	0	0	71282.125	40	44	0	1	12610.44141	239	2	11.17440128	9.442359924
0	1	4	0	0	0	15482.93164	18	18	0	1	20.08032036	240	2	9.647493362	3.048340082
0	0	1	0	0	1	2714.859375	0	0	0	0	0	241	2	7.906495571	0
1	0	2	1	0	0	7651.606445	0	11	0	1	0	242	2	8.942670822	0
1	0	3	0	0	0	43418.67578	35	35	0	1	7221.887695	243	2	10.67864513	8.885009766
0	0	1	0	0	1	9890.5625	17	17	0	0	924.6987915	244	2	9.199336052	6.830548763
1	0	3	0	0	0	32447.79102	23	26	0	1	2954.819336	245	2	10.38738728	7.991531372
0	0	3	0	0	0	42214.85938	28	40	0	1	3084.337402	246	2	10.65052795	8.034416199
1	0	2	1	0	0	23741.96875	19	19	0	1	2444.779053	247	2	10.07499981	7.802118778
1	0	2	0	0	0	35093.375	23	30	0	1	2940.762939	248	2	10.46576786	7.986764431
1	0	4	0	0	0	59782.12891	35	40	0	1	7129.518066	249	2	10.99846172	8.872138977
0	0	1	0	0	0	9861.445313	17	17	1	1	905.6224976	250	2	9.196388245	6.809726238
0	0	1	0	0	0	25773.0918	28	32	0	0	2936.74707	251	2	10.15708637	7.985398293
0	0	1	0	0	1	19488.95508	28	28	0	0	2939.759033	252	2	9.877603531	7.986423016
0	1	2	0	1	0	19229.91992	21	21	0	1	2445.783203	253	2	9.864222527	7.802529335
0	1	3	0	0	0	19208.83594	18	21	1	1	1167.670654	254	2	9.863125801	7.063621998
1	0	3	0	0	0	24569.27734	19	23	0	0	2516.064209	255	2	10.10925198	7.830848694
0	1	2	0	0	0	28052.20898	25	29	0	0	3742.971924	256	2	10.24182224	8.227902412
1	0	3	0	1	0	23009.03711	19	19	0	0	2630.521973	257	2	10.04364204	7.875317574
0	0	1	1	0	0	12531.12402	17	17	0	1	1204.819336	258	2	9.43597126	7.094914436
1	0	2	0	0	0	25796.91992	22	25	0	0	2663.137695	1	3	10.15801048	7.887635708
1	0	4	0	1	0	15110.68359	14	14	0	0	744.9470825	2	3	9.623157501	6.614654541
0	0	1	0	0	1	1352.261841	0	0	0	0	0	3	3	7.209533691	0
0	0	1	1	0	0	18968.23828	15	23	0	1	619.8267822	4	3	9.850521088	6.431052208
1	0	2	0	0	0	27313.76367	22	25	0	0	2822.906738	5	3	10.21514606	7.945876598
1	0	5	0	0	0	65170.35547	38	42	0	0	10972.08887	6	3	11.08475971	9.303200722
1	0	2	1	0	0	28267.56445	14	25	1	1	492.7815247	7	3	10.24947071	6.202093124
1	0	2	0	0	0	106668.9141	38	45	1	0	12964.38867	8	3	11.57748508	9.470038414
1	0	3	0	0	0	24805.58203	18	22	0	1	2096.246338	9	3	10.11882401	7.648380756
0	0	1	0	1	0	11723.77246	16	18	0	0	1138.594849	10	3	9.369374275	7.03842783
1	0	2	0	1	0	28143.40625	25	25	0	0	3653.512939	11	3	10.24506855	8.203718185
0	0	1	0	0	1	116.4581299	0	0	0	0	0	12	3	4.757531643	0
1	0	2	1	0	0	35571.70313	22	28	0	0	2673.724854	13	3	10.47930622	7.891601563
1	0	5	0	0	0	36053.89844	25	28	0	1	3353.224365	14	3	10.4927702	8.117976189
1	0	2	0	0	0	23056.78516	22	22	1	0	2546.679443	15	3	10.04571533	7.842938423
0	0	1	0	0	0	23162.65625	16	26	0	1	982.6756592	16	3	10.05029678	6.891296387
0	1	2	0	0	0	27692.97461	24	28	0	0	2997.112549	17	3	10.22893429	8.005738258
1	0	2	0	0	0	30059.67188	14	25	1	1	0	18	3	10.31093979	0
1	0	4	0	0	0	32064.48438	22	25	0	1	2726.660156	19	3	10.37550449	7.91119957
1	0	0	0	0	0	353251.1875	49	50	0	1	54196.34375	20	3	12.77493477	10.90038681
1	0	3	0	0	0	54867.17969	33	38	0	0	7460.057617	21	3	10.91267109	8.917452812
0	0	1	0	1	0	12745.90918	16	18	0	0	1069.297363	22	3	9.452965736	6.975691795
1	0	4	0	0	0	27597.68945	22	25	0	0	2467.757568	23	3	10.22548771	7.811470032
0	0	1	0	0	0	19511.06836	26	26	0	0	2903.753662	24	3	9.87873745	7.974103928
0	0	1	0	0	0	14429.25879	12	20	0	1	182.8681488	25	3	9.577013016	5.214219093
1	0	2	1	0	0	18189.60547	12	16	0	1	331.0875854	26	3	9.808605194	5.805398941
1	0	2	0	0	0	18249.27734	18	18	0	1	1715.110718	27	3	9.811881065	7.447815895
0	1	3	0	1	0	6486.044434	11	11	0	0	0	28	3	8.777407646	0
0	0	1	0	0	0	6009.624512	14	14	0	1	330.1251221	29	3	8.701117516	5.802496433
0	0	1	0	0	1	4493.744141	12	12	0	0	142.4446564	30	3	8.410441399	4.965949535
1	0	4	0	1	0	16384.02344	16	16	0	0	1217.516846	31	3	9.704061508	7.105389595
0	1	3	0	0	0	20003.84961	18	20	0	1	1723.772827	32	3	9.903679848	7.452850819
0	0	1	0	0	1	2443.695801	0	0	0	0	0	33	3	7.80126667	0
0	0	1	0	0	0	5022.136719	14	12	0	1	462.9451294	34	3	8.521611214	6.139766216
1	0	2	1	0	0	37431.18359	18	28	0	1	1888.354126	35	3	10.53025913	7.543990135
0	0	1	0	0	0	24427.33398	18	30	1	0	1188.642944	36	3	10.1034584	7.081408501
1	0	4	0	0	0	55530.31641	38	38	0	0	9692.011719	37	3	10.92468452	9.179160118
1	0	3	0	1	0	15698.74902	16	16	0	1	615.0144653	38	3	9.661335945	6.423270226
1	0	5	0	0	0	21407.12305	18	18	1	1	2286.814209	39	3	9.971479416	7.735352039
0	0	1	0	0	1	17007.69922	23	23	0	0	2285.851807	40	3	9.7414217	7.734931469
0	0	1	0	0	0	25564.9668	26	30	0	0	3466.794922	41	3	10.14897823	8.151274681
1	0	0	0	0	0	237984.5938	50	50	0	1	67969.20313	42	3	12.37996101	11.12682438
1	0	5	0	1	0	21976.90039	16	18	0	0	1664.100098	43	3	9.997747421	7.417640686
1	0	3	0	1	0	18606.35156	18	18	0	0	1697.786377	44	3	9.831258774	7.437669277
1	0	4	0	0	0	43265.64063	25	33	0	1	3341.674805	45	3	10.67511368	8.114526749
0	1	2	0	0	0	57789.21875	42	42	0	1	13243.50293	46	3	10.96455765	9.491337776
1	0	4	0	0	0	35491.82031	25	28	1	1	3725.697754	47	3	10.47705746	8.223278046
0	0	1	0	0	0	5802.694824	14	14	1	1	316.6506348	48	3	8.666077614	5.760951996
1	0	4	0	0	0	16756.49609	11	16	0	1	172.2810364	49	3	9.726541519	5.154914856
1	0	5	0	0	0	142282	45	49	0	1	28411.93359	50	3	11.86556625	10.25459957
0	0	1	0	0	1	19283.92773	26	26	0	0	2841.193359	51	3	9.867027283	7.952331543
1	0	2	0	0	0	50646.77734	38	38	0	1	10750.72168	52	3	10.83263111	9.282821655
1	0	2	1	0	0	44574.58984	33	33	0	0	6253.12793	53	3	10.70491886	8.740997314
0	0	1	0	1	0	28474.49414	30	30	0	0	5282.001953	54	3	10.25676441	8.572249413
1	0	2	0	0	0	23484.11914	18	22	0	0	2382.098145	55	3	10.06407928	7.776156902
0	1	2	0	0	0	11608.27734	17	17	0	0	784.4080811	56	3	9.359473228	6.666203499
1	0	2	1	0	0	14960.53906	12	16	0	1	306.0635376	57	3	9.613171577	5.727054596
1	0	3	0	1	0	34117.42188	28	28	0	0	4670.837402	58	3	10.43756294	8.449307442
0	1	3	0	0	0	34279.11328	32	32	0	1	5176.130859	59	3	10.44229126	8.552006721
0	0	1	0	0	1	22472.57031	26	26	0	0	3654.475342	60	3	10.020051	8.2039814
1	0	2	0	0	0	23384.98633	22	22	0	0	2790.182861	61	3	10.05984974	7.934220791
1	0	2	0	0	0	41064.48438	33	33	0	0	6935.515137	62	3	10.62289906	8.844554901
1	0	3	0	0	0	53077.96094	38	38	0	1	10038.49902	63	3	10.8795166	9.214282036
1	0	2	0	0	0	47121.26953	33	38	0	0	6824.831543	64	3	10.76047993	8.828469276
1	0	2	0	0	0	84703.5625	38	45	0	1	13291.62695	65	3	11.34691334	9.4949646
0	0	1	0	0	1	12282.00195	18	18	0	0	1318.575562	66	3	9.41588974	7.185065269
1	0	5	0	0	0	23110.68359	16	18	0	1	1648.700684	67	3	10.04804993	7.408349037
1	0	3	0	0	0	130703.5625	45	49	1	1	29518.76758	68	3	11.78068733	10.29281521
0	1	1	0	1	0	8788.257813	14	14	0	0	580.3657227	69	3	9.081171989	6.365380287
1	0	3	0	0	0	30948.99023	25	25	1	1	3436.958496	70	3	10.34009552	8.142633438
1	0	2	0	1	0	22827.71875	22	22	0	1	2461.982666	71	3	10.03573036	7.809128284
1	0	3	0	0	0	56036.57422	33	38	0	0	8412.897461	72	3	10.93375969	9.037639618
0	0	1	0	0	1	12022.13672	18	18	0	0	1266.602539	73	3	9.394504547	7.144882679
1	0	2	0	0	0	47017.32422	33	38	0	1	7814.244629	74	3	10.75827122	8.963831902
