WEEKEND	ZIP	NRETAIL	COUNTYCD	COUNTYNM	PERPERHH	MEDSCHYR	PRCRENT	PRC55P	HHMEDAGE	OLSALES	POPULATN	MEDHVL	MEDINC	TIME
08/08/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	24768.00	38.283	91.00	54.90	19
08/15/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	26496.50	38.283	91.00	54.90	20
08/22/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	29711.50	38.283	91.00	54.90	21
08/29/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	22916.00	38.283	91.00	54.90	22
09/05/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23928.00	38.283	91.00	54.90	23
09/12/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	24113.50	38.283	91.00	54.90	24
09/19/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	25031.00	38.283	91.00	54.90	25
09/26/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	26941.00	38.283	91.00	54.90	26
10/03/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	21895.00	38.283	91.00	54.90	27
10/10/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	22212.50	38.283	91.00	54.90	28
10/17/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23806.00	38.283	91.00	54.90	29
10/24/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	25450.50	38.283	91.00	54.90	30
10/31/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	26634.00	38.283	91.00	54.90	31
11/07/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	21981.00	38.283	91.00	54.90	32
11/14/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	22070.50	38.283	91.00	54.90	33
11/21/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23125.50	38.283	91.00	54.90	34
11/28/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23414.50	38.283	91.00	54.90	35
12/05/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	22251.50	38.283	91.00	54.90	36
12/12/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	22799.50	38.283	91.00	54.90	37
12/19/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23372.00	38.283	91.00	54.90	38
12/26/98	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	24073.00	38.283	91.00	54.90	39
01/02/99	53095	34	131	WASHNGTN	2.8	12.9	31	37	48	23562.00	38.283	91.00	54.90	40
04/04/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1844.00	9.859	61.00	46.90	1
04/11/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1606.00	9.859	61.00	46.90	2
04/18/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1758.00	9.859	61.00	46.90	3
04/25/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1782.00	9.859	61.00	46.90	4
05/02/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1908.00	9.859	61.00	46.90	5
05/09/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	2573.50	9.859	61.00	46.90	6
05/16/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	5418.00	9.859	61.00	46.90	7
05/23/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	6822.00	9.859	61.00	46.90	8
05/30/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1212.00	9.859	61.00	46.90	9
06/06/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1758.00	9.859	61.00	46.90	10
06/13/98	53098	2	55	JEFFERSN	2.9	12.5	26	40	50	1548.50	9.859	61.00	46.90	11
06/20/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1729.50	9.859	61.00	46.90	12
06/27/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1513.50	9.859	61.00	46.90	13
07/04/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1937.50	9.859	61.00	46.90	14
07/11/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1992.00	9.859	61.00	46.90	15
07/18/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	2737.00	9.859	61.00	46.90	16
07/25/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	7314.00	9.859	61.00	46.90	17
08/01/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	8152.00	9.859	61.00	46.90	18
08/08/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1684.50	9.859	61.00	46.90	19
08/15/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	2050.50	9.859	61.00	46.90	20
08/22/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	2155.50	9.859	61.00	46.90	21
08/29/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1764.50	9.859	61.00	46.90	22
09/05/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1617.00	9.859	61.00	46.90	23
09/12/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1726.00	9.859	61.00	46.90	24
09/19/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1639.50	9.859	61.00	46.90	25
09/26/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1907.50	9.859	61.00	46.90	26
10/03/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1486.00	9.859	61.00	46.90	27
10/10/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1510.50	9.859	61.00	46.90	28
10/17/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1599.50	9.859	61.00	46.90	29
10/24/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1686.50	9.859	61.00	46.90	30
10/31/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1774.50	9.859	61.00	46.90	31
11/07/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1480.50	9.859	61.00	46.90	32
11/14/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1554.00	9.859	61.00	46.90	33
11/21/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1567.00	9.859	61.00	46.90	34
11/28/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1683.00	9.859	61.00	46.90	35
12/05/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1425.50	9.859	61.00	46.90	36
12/12/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1311.00	9.859	61.00	46.90	37
12/19/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1431.00	9.859	61.00	46.90	38
12/26/98	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1502.50	9.859	61.00	46.90	39
01/02/99	53098	3	55	JEFFERSN	2.9	12.5	26	40	50	1557.50	9.859	61.00	46.90	40
04/04/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	3585.50	4.464	91.50	62.30	1
04/11/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	3616.00	4.464	91.50	62.30	2
04/18/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	4589.00	4.464	91.50	62.30	3
04/25/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5386.50	4.464	91.50	62.30	4
05/02/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	7779.00	4.464	91.50	62.30	5
05/09/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	13092.00	4.464	91.50	62.30	6
05/16/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	37337.50	4.464	91.50	62.30	7
05/23/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	93685.00	4.464	91.50	62.30	8
05/30/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	3337.50	4.464	91.50	62.30	9
06/06/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	4089.50	4.464	91.50	62.30	10
06/13/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5150.50	4.464	91.50	62.30	11
06/20/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6491.00	4.464	91.50	62.30	12
06/27/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	7004.00	4.464	91.50	62.30	13
07/04/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	11679.00	4.464	91.50	62.30	14
07/11/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	16332.00	4.464	91.50	62.30	15
07/18/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	39332.00	4.464	91.50	62.30	16
07/25/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	161673.00	4.464	91.50	62.30	17
08/01/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	285412.50	4.464	91.50	62.30	18
08/08/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	9505.00	4.464	91.50	62.30	19
08/15/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	10432.50	4.464	91.50	62.30	20
08/22/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	12745.00	4.464	91.50	62.30	21
08/29/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6008.50	4.464	91.50	62.30	22
09/05/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6682.50	4.464	91.50	62.30	23
09/12/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6981.00	4.464	91.50	62.30	24
09/19/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	8429.50	4.464	91.50	62.30	25
09/26/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	12211.50	4.464	91.50	62.30	26
10/03/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5123.00	4.464	91.50	62.30	27
10/10/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5081.00	4.464	91.50	62.30	28
10/17/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6219.00	4.464	91.50	62.30	29
10/24/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6908.00	4.464	91.50	62.30	30
10/31/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	9204.50	4.464	91.50	62.30	31
11/07/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5262.00	4.464	91.50	62.30	32
11/14/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	4622.50	4.464	91.50	62.30	33
11/21/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5329.00	4.464	91.50	62.30	34
11/28/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6826.00	4.464	91.50	62.30	35
12/05/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	4534.50	4.464	91.50	62.30	36
12/12/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	4652.00	4.464	91.50	62.30	37
12/19/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5273.50	4.464	91.50	62.30	38
12/26/98	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	6046.00	4.464	91.50	62.30	39
01/02/99	53104	3	59	KENOSHA 	2.8	12.8	18	35	48	5864.00	4.464	91.50	62.30	40
04/04/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	13894.50	20.958	68.80	49.10	1
04/11/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	12917.00	20.958	68.80	49.10	2
04/18/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	12885.00	20.958	68.80	49.10	3
04/25/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	13327.00	20.958	68.80	49.10	4
05/02/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	15339.50	20.958	68.80	49.10	5
05/09/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	17576.00	20.958	68.80	49.10	6
05/16/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	34927.50	20.958	68.80	49.10	7
05/23/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	37650.00	20.958	68.80	49.10	8
05/30/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	9249.50	20.958	68.80	49.10	9
06/06/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	11487.00	20.958	68.80	49.10	10
06/13/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	11529.00	20.958	68.80	49.10	11
06/20/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	11711.50	20.958	68.80	49.10	12
06/27/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	12446.00	20.958	68.80	49.10	13
07/04/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	12859.50	20.958	68.80	49.10	14
07/11/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	15101.00	20.958	68.80	49.10	15
07/18/98	53172	21	79	MILWAUKE	2.6	12.7	37	39	47	22179.50	20.958	68.80	49.10	16
07/25/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	42932.50	20.958	68.80	49.10	17
08/01/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	42847.50	20.958	68.80	49.10	18
08/08/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12684.00	20.958	68.80	49.10	19
08/15/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12885.50	20.958	68.80	49.10	20
08/22/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	13875.00	20.958	68.80	49.10	21
08/29/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12574.00	20.958	68.80	49.10	22
09/05/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12606.00	20.958	68.80	49.10	23
09/12/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	11997.00	20.958	68.80	49.10	24
09/19/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12690.50	20.958	68.80	49.10	25
09/26/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	13176.50	20.958	68.80	49.10	26
10/03/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12132.00	20.958	68.80	49.10	27
10/10/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	11950.50	20.958	68.80	49.10	28
10/17/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12890.50	20.958	68.80	49.10	29
10/24/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12640.50	20.958	68.80	49.10	30
10/31/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	13250.50	20.958	68.80	49.10	31
11/07/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12022.50	20.958	68.80	49.10	32
11/14/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12068.00	20.958	68.80	49.10	33
11/21/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12212.00	20.958	68.80	49.10	34
11/28/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12027.00	20.958	68.80	49.10	35
12/05/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12503.00	20.958	68.80	49.10	36
12/12/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12410.00	20.958	68.80	49.10	37
12/19/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12781.50	20.958	68.80	49.10	38
12/26/98	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	13142.50	20.958	68.80	49.10	39
01/02/99	53172	22	79	MILWAUKE	2.6	12.7	37	39	47	12352.50	20.958	68.80	49.10	40
04/04/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	13376.50	37.036	120.00	61.10	1
04/11/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	13342.00	37.036	120.00	61.10	2
04/18/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	14294.50	37.036	120.00	61.10	3
04/25/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	14787.50	37.036	120.00	61.10	4
05/02/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	16944.50	37.036	120.00	61.10	5
05/09/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	22141.00	37.036	120.00	61.10	6
05/16/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	42029.00	37.036	120.00	61.10	7
05/23/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	52824.00	37.036	120.00	61.10	8
05/30/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	9826.00	37.036	120.00	61.10	9
06/06/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	13601.00	37.036	120.00	61.10	10
06/13/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	13173.50	37.036	120.00	61.10	11
06/20/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	13255.00	37.036	120.00	61.10	12
06/27/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	14656.00	37.036	120.00	61.10	13
07/04/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	15153.00	37.036	120.00	61.10	14
07/11/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	18829.50	37.036	120.00	61.10	15
07/18/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	24569.50	37.036	120.00	61.10	16
07/25/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	53636.00	37.036	120.00	61.10	17
08/01/98	53211	15	79	MILWAUKE	2.3	15.9	62	27	41	64243.50	37.036	120.00	61.10	18
08/08/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13984.00	37.036	120.00	61.10	19
08/15/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	14464.50	37.036	120.00	61.10	20
08/22/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	15902.50	37.036	120.00	61.10	21
08/29/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13129.50	37.036	120.00	61.10	22
09/05/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13945.00	37.036	120.00	61.10	23
09/12/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13094.00	37.036	120.00	61.10	24
09/19/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	14030.50	37.036	120.00	61.10	25
09/26/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	14611.50	37.036	120.00	61.10	26
10/03/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	12989.50	37.036	120.00	61.10	27
10/10/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13539.00	37.036	120.00	61.10	28
10/17/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13024.50	37.036	120.00	61.10	29
10/24/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13820.00	37.036	120.00	61.10	30
10/31/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	15255.50	37.036	120.00	61.10	31
11/07/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13469.00	37.036	120.00	61.10	32
11/14/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	12980.50	37.036	120.00	61.10	33
11/21/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13053.00	37.036	120.00	61.10	34
11/28/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13978.50	37.036	120.00	61.10	35
12/05/98	53211	16	79	MILWAUKE	2.3	15.9	62	27	41	13668.00	37.036	120.00	61.10	36
12/12/98	53211	17	79	MILWAUKE	2.3	15.9	62	27	41	13347.50	37.036	120.00	61.10	37
12/19/98	53211	17	79	MILWAUKE	2.3	15.9	62	27	41	14755.00	37.036	120.00	61.10	38
12/26/98	53211	17	79	MILWAUKE	2.3	15.9	62	27	41	13942.00	37.036	120.00	61.10	39
01/02/99	53211	17	79	MILWAUKE	2.3	15.9	62	27	41	13888.00	37.036	120.00	61.10	40
04/04/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3990.50	5.825	49.40	44.90	1
04/11/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3991.50	5.825	49.40	44.90	2
04/18/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4007.50	5.825	49.40	44.90	3
04/25/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4282.50	5.825	49.40	44.90	4
05/02/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4789.00	5.825	49.40	44.90	5
05/09/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	6008.50	5.825	49.40	44.90	6
05/16/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	12456.00	5.825	49.40	44.90	7
05/23/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	20712.00	5.825	49.40	44.90	8
05/30/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	2838.50	5.825	49.40	44.90	9
06/06/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4103.50	5.825	49.40	44.90	10
06/13/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3989.00	5.825	49.40	44.90	11
06/20/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4042.00	5.825	49.40	44.90	12
06/27/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3959.00	5.825	49.40	44.90	13
07/04/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4701.50	5.825	49.40	44.90	14
07/11/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	5409.50	5.825	49.40	44.90	15
07/18/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	8140.50	5.825	49.40	44.90	16
07/25/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	24015.50	5.825	49.40	44.90	17
08/01/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	31117.00	5.825	49.40	44.90	18
08/08/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4941.50	5.825	49.40	44.90	19
08/15/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	5423.50	5.825	49.40	44.90	20
08/22/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	5290.50	5.825	49.40	44.90	21
08/29/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4207.00	5.825	49.40	44.90	22
09/05/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4223.50	5.825	49.40	44.90	23
09/12/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4427.00	5.825	49.40	44.90	24
09/19/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	4995.50	5.825	49.40	44.90	25
09/26/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	5559.00	5.825	49.40	44.90	26
10/03/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3889.50	5.825	49.40	44.90	27
10/10/98	53520	9	45	GREEN   	2.7	12.5	24	39	48	3858.00	5.825	49.40	44.90	28
10/17/98	53520	10	45	GREEN   	2.7	12.5	24	39	48	4214.00	5.825	49.40	44.90	29
10/24/98	53520	10	45	GREEN   	2.7	12.5	24	39	48	4446.00	5.825	49.40	44.90	30
10/31/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	5282.00	5.825	49.40	44.90	31
11/07/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	4093.50	5.825	49.40	44.90	32
11/14/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	3880.50	5.825	49.40	44.90	33
11/21/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	3630.50	5.825	49.40	44.90	34
11/28/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	4033.00	5.825	49.40	44.90	35
12/05/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	3320.50	5.825	49.40	44.90	36
12/12/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	3629.50	5.825	49.40	44.90	37
12/19/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	3934.00	5.825	49.40	44.90	38
12/26/98	53520	11	45	GREEN   	2.7	12.5	24	39	48	4117.00	5.825	49.40	44.90	39
01/02/99	53520	11	45	GREEN   	2.7	12.5	24	39	48	4393.50	5.825	49.40	44.90	40
04/04/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	245.00	0.591	37.50	36.10	1
04/11/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	305.00	0.591	37.50	36.10	2
04/18/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	307.00	0.591	37.50	36.10	3
04/25/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	286.00	0.591	37.50	36.10	4
05/02/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	307.00	0.591	37.50	36.10	5
05/09/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	371.00	0.591	37.50	36.10	6
05/16/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	792.50	0.591	37.50	36.10	7
05/23/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	952.00	0.591	37.50	36.10	8
05/30/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	179.00	0.591	37.50	36.10	9
06/06/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	286.00	0.591	37.50	36.10	10
06/13/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	277.00	0.591	37.50	36.10	11
06/20/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	267.00	0.591	37.50	36.10	12
06/27/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	268.00	0.591	37.50	36.10	13
07/04/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	325.00	0.591	37.50	36.10	14
07/11/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	318.00	0.591	37.50	36.10	15
07/18/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	462.00	0.591	37.50	36.10	16
07/25/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	1181.00	0.591	37.50	36.10	17
08/01/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	1065.00	0.591	37.50	36.10	18
08/08/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	276.00	0.591	37.50	36.10	19
08/15/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	300.00	0.591	37.50	36.10	20
08/22/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	336.00	0.591	37.50	36.10	21
08/29/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	273.00	0.591	37.50	36.10	22
09/05/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	272.00	0.591	37.50	36.10	23
09/12/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	215.00	0.591	37.50	36.10	24
09/19/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	281.00	0.591	37.50	36.10	25
09/26/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	397.50	0.591	37.50	36.10	26
10/03/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	275.50	0.591	37.50	36.10	27
10/10/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	224.00	0.591	37.50	36.10	28
10/17/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	278.00	0.591	37.50	36.10	29
10/24/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	237.00	0.591	37.50	36.10	30
10/31/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	315.50	0.591	37.50	36.10	31
11/07/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	237.50	0.591	37.50	36.10	32
11/14/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	248.00	0.591	37.50	36.10	33
11/21/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	340.00	0.591	37.50	36.10	34
11/28/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	371.00	0.591	37.50	36.10	35
12/05/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	296.00	0.591	37.50	36.10	36
12/12/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	247.00	0.591	37.50	36.10	37
12/19/98	53544	4	49	IOWA    	2.8	12.6	23	44	50	276.00	0.591	37.50	36.10	38
