UTILNAME	ID	MONTH	PCAPITAL	PFUEL	WAGE	TC	Q	FXK	FXW	KXW	QXF	QXK	QXW
Connecticut Light & Power Co	16	2	808.5	337.775603	19.93088	547189699.8	1992423	16.92962305	17.42214	8.70056447	84.45284446	42.17549727	43.40246772
Connecticut Light & Power Co	16	3	808.5	295.8506905	19.93088	345983843.8	1877939	16.5442773	17.02558377	8.70056447	82.19385423	42.00343069	43.22539538
Connecticut Light & Power Co	16	4	808.5	273.809484	19.93088	200371135.3	1612970	16.31915788	16.79391516	8.70056447	80.2217972	41.56117925	42.77027795
Connecticut Light & Power Co	16	5	808.5	284.7804982	19.93088	122914197.4	1456895	16.43338943	16.91146995	8.70056447	80.2081633	41.26526541	42.46575538
Connecticut Light & Power Co	16	6	808.5	322.2932417	19.93088	422298065.4	1607582	16.79319482	17.2817428	8.70056447	82.53274559	41.55145012	42.76026578
Connecticut Light & Power Co	16	7	808.5	350.26794	19.93088	405704693.5	1916399	17.03522018	17.53080916	8.70056447	84.75168776	42.0623781	43.28605769
Connecticut Light & Power Co	16	8	808.5	305.6363278	19.93088	498640090.2	1769355	16.63889618	17.1229553	8.70056447	82.32310667	41.83024978	43.04717628
Connecticut Light & Power Co	16	9	808.5	265.8572418	19.93088	237494771.7	1715415	16.23345962	16.70572377	8.70056447	80.14430783	41.74022789	42.95453548
Connecticut Light & Power Co	16	10	808.5	301.5830763	19.93088	178758957.3	1561130	16.60007748	17.08300729	8.70056447	81.41624418	41.46619325	42.67252862
Connecticut Light & Power Co	16	11	808.5	283.827681	19.93088	252494496.2	1559674	16.42364462	16.90144164	8.70056447	80.54564639	41.46348011	42.66973655
Connecticut Light & Power Co	16	12	808.5	318.3435877	19.93088	375643103.8	1754913	16.75734151	17.24484645	8.70056447	82.86189698	41.80641904	43.02265226
Consolidated Edison Co-NY Inc	17	1	994.5	260.2039937	21.66594	584882563.7	3059801	16.67107803	17.10563119	9.219857926	83.05415581	44.76581472	45.93269344
Consolidated Edison Co-NY Inc	17	2	994.5	286.0560765	21.66594	1352898990	3031059	16.95501702	17.39697142	9.219857926	84.4153381	44.73752387	45.90366516
Consolidated Edison Co-NY Inc	17	3	994.5	262.4956777	21.66594	435064341.2	2903084	16.69736314	17.13260145	9.219857926	82.89224426	44.60821186	45.77098246
Consolidated Edison Co-NY Inc	17	4	994.5	254.7984358	21.66594	92552122.7	2662112	16.60814892	17.04106175	9.219857926	81.96924682	44.34845791	45.50445769
Consolidated Edison Co-NY Inc	17	5	994.5	246.3622944	21.66594	128325437	2598410	16.50722079	16.9375028	9.219857926	81.33774249	44.2758557	45.42996301
Consolidated Edison Co-NY Inc	17	6	994.5	248.1093513	21.66594	248506727.8	3029883	16.52840303	16.95923718	9.219857926	82.28918021	44.73636063	45.90247159
Consolidated Edison Co-NY Inc	17	7	994.5	274.5632122	21.66594	191022606.1	3824380	16.83209619	17.27084649	9.219857926	85.10878358	45.43441997	46.61872675
Consolidated Edison Co-NY Inc	17	8	994.5	270.3699399	21.66594	306564482.3	3766468	16.78596201	17.22350977	9.219857926	84.79006816	45.3886805	46.57179503
Consolidated Edison Co-NY Inc	17	9	994.5	239.8150929	21.66594	556954206.1	3276151	16.42648026	16.85465766	9.219857926	82.20996781	44.97060923	46.14282618
Consolidated Edison Co-NY Inc	17	10	994.5	230.2601008	21.66594	82657901.2	2879764	16.30460172	16.7296022	9.219857926	80.8985542	44.58403535	45.74617576
Consolidated Edison Co-NY Inc	17	11	994.5	247.1287535	21.66594	159441446.5	2758488	16.51653218	16.9470569	9.219857926	81.71302229	44.45506147	45.61384001
Consolidated Edison Co-NY Inc	17	12	994.5	272.1853273	21.66594	303411700.8	2984564	16.80602203	17.24409268	9.219857926	83.58685726	44.69118572	45.85611914
Consumers Power Co	18	1	752.9875	300.0550605	23.35036	403154663.7	2812317	16.40910092	17.970986	9.063643949	84.70115285	42.7189188	46.78507953
Consumers Power Co	18	2	752.9875	337.6024566	23.35036	755007261.5	2501479	16.74828299	18.3424528	9.063643949	85.77006102	42.38197057	46.41605919
Consumers Power Co	18	3	752.9875	271.6173565	23.35036	366587714.5	2645272	16.12265426	17.65727418	9.063643949	82.87937707	42.54275926	46.5921524
Consumers Power Co	18	4	752.9875	284.6631876	23.35036	407655248.8	2424254	16.25761125	17.80507692	9.063643949	83.08005399	42.29175937	46.31726132
Consumers Power Co	18	5	752.9875	278.6271867	23.35036	344483989.5	2502656	16.19595581	17.73755286	9.063643949	82.94417249	42.38332385	46.41754127
Consumers Power Co	18	6	752.9875	307.8707081	23.35036	484301680.7	2808858	16.48307443	18.0520006	9.063643949	85.07594071	42.71537833	46.78120206
Consumers Power Co	18	7	752.9875	296.5960094	23.35036	550365723.4	2825216	16.37574451	17.93445459	9.063643949	84.5550214	42.73208334	46.79949712
Consumers Power Co	18	8	752.9875	286.8882275	23.35036	216146823.6	2835170	16.28000994	17.82960761	9.063643949	84.08060603	42.74220123	46.81057807
Consumers Power Co	18	9	752.9875	286.4483178	23.35036	310550950.1	2628873	16.27559533	17.8247728	9.063643949	83.63039649	42.52486949	46.57255981
Consumers Power Co	18	10	752.9875	284.1185671	23.35036	440770704.6	2637672	16.25210208	17.79904336	9.063643949	83.52855623	42.5344822	46.5830875
Consumers Power Co	18	11	752.9875	260.955166	23.35036	344709795.8	2588898	16.00745132	17.53110575	9.063643949	82.16730518	42.48078866	46.52428319
Consumers Power Co	18	12	752.9875	296.7134696	23.35036	395481221.1	2721534	16.37688357	17.93570207	9.063643949	84.34805527	42.62452274	46.68169846
Dayton Power & Light Company	19	1	713.475	338.9657079	15.64508	238197941.2	1313334	16.62349771	16.0221338	7.847238777	82.0757275	40.1986302	38.74442328
Dayton Power & Light Company	19	2	713.475	269.3650661	15.64508	118018131.5	1121707	15.96770172	15.39006158	7.847238777	77.95524826	39.74860294	38.31067599
Dayton Power & Light Company	19	3	713.475	224.4938187	15.64508	149558429.8	1113137	15.44776069	14.88892969	7.847238777	75.37534451	39.72671901	38.28958373
Dayton Power & Light Company	19	4	713.475	284.0824915	15.64508	182336552.5	974422	16.11949314	15.53636187	7.847238777	77.90109855	39.34695436	37.92355726
Dayton Power & Light Company	19	5	713.475	247.1959213	15.64508	118411172.9	994320	15.7226354	15.15386066	7.847238777	76.09457985	39.4046343	37.97915061
Dayton Power & Light Company	19	6	713.475	271.5738096	15.64508	188948797.4	1162728	15.9910035	15.4125204	7.847238777	78.27029803	39.85108871	38.40945429
Dayton Power & Light Company	19	7	713.475	124.7984625	15.64508	77009701.25	1207618	13.77240481	13.27418071	7.847238777	67.59388282	39.95917715	38.51363257
Dayton Power & Light Company	19	8	713.475	251.0908605	15.64508	122964767.8	1170771	15.7672441	15.19685562	7.847238777	77.21316747	39.87075858	38.4284126
Dayton Power & Light Company	19	9	713.475	296.8434063	15.64508	172994353.6	1025846	16.24487087	15.65720399	7.847238777	78.79980744	39.49369919	38.06499353
Dayton Power & Light Company	19	10	713.475	277.2936343	15.64508	107814927.9	1016901	16.05047657	15.46984201	7.847238777	77.80758561	39.46870967	38.04090801
Dayton Power & Light Company	19	11	713.475	288.3181509	15.64508	105640546.8	1029160	16.16172287	15.57706392	7.847238777	78.41474558	39.50290219	38.0738636
Dayton Power & Light Company	19	12	713.475	242.2775355	15.64508	115875274.1	1127986	15.66529014	15.0985899	7.847238777	76.50950357	39.76453081	38.32602767
Delmarva Power & Light Co	20	1	861.05	258.8272855	19.44954	240206670.2	903255	16.30748807	16.4897047	8.710644835	76.19585933	40.25027013	40.70001864
Delmarva Power & Light Co	20	2	861.05	363.7780317	19.44954	321706853.5	973250	17.30652139	17.49990102	8.710644835	81.30388359	40.46932911	40.92152535
Delmarva Power & Light Co	20	3	861.05	230.3133398	19.44954	185374424.2	887885	15.96491084	16.14329958	8.710644835	74.50183034	40.19989719	40.64908285
Delmarva Power & Light Co	20	4	861.05	237.0263058	19.44954	102356879.7	756258	16.04923537	16.22856634	8.710644835	74.01791829	39.72894365	40.17286697
Delmarva Power & Light Co	20	5	861.05	251.8882125	19.44954	98999288.47	694115	16.22772692	16.40905232	8.710644835	74.36702598	39.47727987	39.91839114
Delmarva Power & Light Co	20	6	861.05	279.44233	19.44954	198607182	791696	16.5324138	16.7171437	8.710644835	76.50425568	39.86335294	40.30877812
Delmarva Power & Light Co	20	7	861.05	273.0653932	19.44954	153834138.2	964540	16.46465974	16.64863258	8.710644835	77.29849284	40.44294414	40.89484556
Delmarva Power & Light Co	20	8	861.05	289.9716844	19.44954	203056238.2	962926	16.64097268	16.8269156	8.710644835	78.11675363	40.43802874	40.88987523
Delmarva Power & Light Co	20	9	861.05	256.2457708	19.44954	103945425.3	841251	16.27806746	16.45995535	8.710644835	75.6639805	40.04154609	40.48896237
Delmarva Power & Light Co	20	10	861.05	260.1286781	19.44954	107798542	740447	16.32220852	16.50458963	8.710644835	75.1593513	39.66693082	40.11016122
Delmarva Power & Light Co	20	11	861.05	320.2035154	19.44954	262443329.7	719317	16.93204968	17.12124504	8.710644835	77.80048244	39.58195617	40.02423708
Delmarva Power & Light Co	20	12	861.05	268.7018218	19.44954	151852234.9	790323	16.41737936	16.60082389	8.710644835	75.96222112	39.85825845	40.3036267
Duke Power Co	21	1	539.6875	299.6901134	20.83363	414638896.7	5722000	15.58072002	17.31678798	8.296336357	88.73379877	42.51166219	47.24848659
Duke Power Co	21	2	539.6875	291.8022774	20.83363	311674717.1	5704340	15.50784684	17.23579497	8.296336357	88.30123318	42.50321685	47.23910023
Duke Power Co	21	3	539.6875	269.923161	20.83363	252862955.5	5306958	15.29490612	16.99912752	8.296336357	86.68452177	42.30593298	47.01983418
Duke Power Co	21	4	539.6875	292.0500855	20.83363	306135705	4994377	15.51016608	17.23837263	8.296336357	87.55989256	42.14007527	46.83549592
Duke Power Co	21	5	539.6875	279.2723238	20.83363	266749713.4	4965017	15.38793568	17.10252282	8.296336357	86.8366554	42.12396667	46.81759243
Duke Power Co	21	6	539.6875	295.8118209	20.83363	320506826.4	5495161	15.54513257	17.27723524	8.296336357	88.30097243	42.40114566	47.12565585
Duke Power Co	21	7	539.6875	301.824648	20.83363	337933878.1	5977766	15.60011065	17.3383392	8.296336357	89.09391357	42.63113473	47.38127125
Duke Power Co	21	8	539.6875	308.2150629	20.83363	403718718.4	6314184	15.65735335	17.40196011	8.296336357	89.73460321	42.78072391	47.54752827
Duke Power Co	21	9	539.6875	280.8826051	20.83363	350766565.7	5922124	15.40364394	17.11998136	8.296336357	87.91914644	42.60558442	47.35287402
Duke Power Co	21	10	539.6875	290.5577824	20.83363	347655086	5190826	15.49616973	17.22281674	8.296336357	87.69969766	42.24548174	46.95264721
Duke Power Co	21	11	539.6875	312.8487386	20.83363	391476359.3	4800424	15.69812241	17.44727183	8.296336357	88.39338778	42.03185941	46.7152222
Duke Power Co	21	12	539.6875	307.6888019	20.83363	383928346.5	5294518	15.65268437	17.3967709	8.296336357	88.69879976	42.29952107	47.01270783
Duquesne Light Company	22	1	761.7375	379.5358814	17.15386	141235659.4	1086341	17.11489333	16.87981916	8.19073309	82.54144964	40.05226457	39.50214412
Duquesne Light Company	22	2	761.7375	344.0308236	17.15386	81002674.69	1015942	16.83184854	16.60066201	8.19073309	80.78506288	39.85918678	39.31171826
Duquesne Light Company	22	3	761.7375	323.1794901	17.15386	78462384.25	1015231	16.65166832	16.42295657	8.19073309	79.91623616	39.85716927	39.30972846
Duquesne Light Company	22	4	761.7375	318.1653427	17.15386	74030201.7	925299	16.60660648	16.37851366	8.19073309	79.16546664	39.58986882	39.0460994
Duquesne Light Company	22	5	761.7375	315.8421969	17.15386	72387519.16	899789	16.58548722	16.35768448	8.19073309	78.90389167	39.50930324	38.96664039
Duquesne Light Company	22	6	761.7375	344.8728855	17.15386	128384612.2	1033313	16.83889353	16.60761023	8.19073309	80.91794008	39.90804457	39.35990499
Duquesne Light Company	22	7	761.7375	351.5130307	17.15386	130328954.1	1176981	16.89385209	16.66181393	8.19073309	81.94520117	40.28320527	39.72991283
Duquesne Light Company	22	8	761.7375	326.6867167	17.15386	79411186.94	1101353	16.68277392	16.45363494	8.19073309	80.53688042	40.0918152	39.54115151
Duquesne Light Company	22	9	761.7375	314.0706336	17.15386	75007940.88	1012408	16.56927764	16.34169753	8.19073309	79.5048092	39.84914482	39.30181423
Duquesne Light Company	22	10	761.7375	310.3973383	17.15386	77514952.95	926047	16.53537408	16.30825964	8.19073309	78.83053072	39.59219749	39.04839609
Duquesne Light Company	22	11	761.7375	325.1144022	17.15386	75658935.8	927536	16.66887057	16.43992255	8.19073309	79.47625313	39.59682745	39.05296246
Duquesne Light Company	22	12	761.7375	312.994474	17.15386	71827204.62	989244	16.55938621	16.33194196	8.19073309	79.32434617	39.7824428	39.23602837
Electric Energy Inc	23	1	813.56	401.0145426	22.18786	72177734.35	1050566	17.44487094	18.57866733	9.020885624	83.10581672	40.35209059	42.97469839
Electric Energy Inc	23	2	813.56	452.0662496	22.18786	75691678.35	1076996	17.79362602	18.95008909	9.020885624	84.91916292	40.42440394	43.05171161
Electric Energy Inc	23	3	813.56	416.122715	22.18786	70689317.05	989538	17.55250448	18.6932963	9.020885624	83.2576422	40.17791488	42.78920245
Electric Energy Inc	23	4	813.56	406.5510525	22.18786	67107748.85	861442	17.48477769	18.62116774	9.020885624	82.10353903	39.77444624	42.35951113
Electric Energy Inc	23	5	813.56	388.2667323	22.18786	66319117.85	950562	17.3508504	18.4785361	9.020885624	82.06155739	40.0609615	42.66464791
Electric Energy Inc	23	6	813.56	395.6056313	22.18786	64411279.85	922567	17.40534826	18.53657595	9.020885624	82.1405323	39.97396008	42.571992
Electric Energy Inc	23	7	813.56	417.2479621	22.18786	64744910.45	982262	17.56036391	18.70166654	9.020885624	83.2503931	40.15643593	42.76632752
Electric Energy Inc	23	8	813.56	425.2683752	22.18786	67153093.95	1081621	17.61577704	18.76068115	9.020885624	84.09632469	40.43687542	43.06499365
Electric Energy Inc	23	9	813.56	433.4667577	22.18786	65461766.35	1119044	17.67134998	18.81986594	9.020885624	84.56815164	40.53586916	43.17042129
Electric Energy Inc	23	10	813.56	423.0746932	22.18786	64575161.55	1204848	17.60072539	18.74465124	9.020885624	84.67695489	40.7508849	43.39941157
Electric Energy Inc	23	11	813.56	418.8589094	22.18786	67003687.73	1300435	17.57157896	18.7136105	9.020885624	84.99766965	40.9730798	43.63604762
Electric Energy Inc	23	12	813.56	423.461543	22.18786	62711980.15	1340519	17.60338536	18.7474841	9.020885624	85.33514377	41.06143351	43.7301437
Empire District Electric Co	24	1	656.6	340.7536694	17.15691	55593260.73	269343	16.42813245	16.5744946	8.007899202	72.911312	35.22680185	35.54064585
Empire District Electric Co	24	2	656.6	123.4151367	17.15691	5151484.033	226620	13.56686444	13.68773488	8.007899202	59.38073742	34.74022283	35.04973177
Empire District Electric Co	24	3	656.6	335.6793778	17.15691	54953491.43	213209	16.38586344	16.53184902	8.007899202	71.36440383	34.56836267	34.87634048
Empire District Electric Co	24	4	656.6	120.2770569	17.15691	5127959.833	196472	13.49430238	13.61452635	8.007899202	58.37937485	34.33803993	34.64396573
Empire District Electric Co	24	5	656.6	362.8546421	17.15691	58909732.03	203153	16.60517863	16.75311813	8.007899202	72.0348146	34.43224896	34.73901409
Empire District Electric Co	24	6	656.6	362.5153333	17.15691	58783438.23	261236	16.60254291	16.75045893	8.007899202	73.50527961	35.14070106	35.45377796
Empire District Electric Co	24	7	656.6	117.5286647	17.15691	5021679.333	266539	13.42917869	13.54882246	8.007899202	59.55147636	35.19731855	35.51089988
Empire District Electric Co	24	8	656.6	400.8563139	17.15691	64257916.43	265977	16.88578385	17.03622333	8.007899202	74.86708527	35.19137198	35.50490032
Empire District Electric Co	24	9	656.6	116.0734288	17.15691	4947283.133	217475	13.39407721	13.51340824	8.007899202	58.42863607	34.62417621	34.93265127
Empire District Electric Co	24	10	656.6	378.52837	17.15691	61044972.13	208814	16.72431864	16.87331959	8.007899202	72.71481116	34.50968111	34.8171361
Empire District Electric Co	24	11	656.6	118.7697039	17.15691	5085779.233	215591	13.4587719	13.57867931	8.007899202	58.66928668	34.59966342	34.90792009
Empire District Electric Co	24	12	656.6	377.1878756	17.15691	60920665.33	247073	16.71432393	16.86323584	8.007899202	73.66948006	34.98366365	35.29534147
Florida Power & Light Co	25	1	663.375	192.7917512	19.97038	322194202.3	5346100	14.84699706	15.75457846	8.449052382	81.51222883	43.71434584	46.38655807
Florida Power & Light Co	25	2	663.375	206.1958299	19.97038	250912826.3	5172855	15.03666371	15.95583923	8.449052382	82.37798183	43.62138987	46.28791979
Florida Power & Light Co	25	3	663.375	199.5808083	19.97038	457141588.3	5226012	14.94465422	15.8582053	8.449052382	81.92805714	43.65023869	46.31853212
Florida Power & Light Co	25	4	663.375	211.1559027	19.97038	772458726.3	5637907	15.10373801	16.02701372	8.449052382	83.20624181	43.86430984	46.54568921
Florida Power & Light Co	25	5	663.375	222.1116595	19.97038	740155916.3	5876127	15.24647243	16.17847334	8.449052382	84.21617383	43.98108826	46.66960618
Florida Power & Light Co	25	6	663.375	229.0504793	19.97038	663082032.3	6599548	15.33327591	16.27058303	8.449052382	85.32654443	44.30870377	47.01724848
Florida Power & Light Co	25	7	663.375	252.6107268	19.97038	616678821.3	7196538	15.60954661	16.56374186	8.449052382	87.34298653	44.55306504	47.27654729
Florida Power & Light Co	25	8	663.375	254.8532352	19.97038	661833478.3	6912464	15.63448575	16.59020551	8.449052382	87.25938795	44.43942175	47.15595711
Florida Power & Light Co	25	9	663.375	223.1508364	19.97038	511111639.3	6942507	15.25964359	16.19244964	8.449052382	85.19076689	44.45165912	47.16894254
Florida Power & Light Co	25	10	663.375	232.1291316	19.97038	320307746.3	6545061	15.37095036	16.31056047	8.449052382	85.49103455	44.28531014	46.99242482
Florida Power & Light Co	25	11	663.375	239.5202304	19.97038	544766269.3	6223373	15.45939575	16.40441244	8.449052382	85.70683913	44.14309722	46.84151857
Florida Power & Light Co	25	12	663.375	241.9709147	19.97038	480367367.3	5929129	15.48812027	16.43489286	8.449052382	85.60023841	44.00642611	46.6964929
Florida Power Corp	6455	1	610.4	298.0554614	18.43205	298744530.2	2248655	15.87042746	16.60239114	8.117535593	83.32751564	40.74196714	42.62103688
Florida Power Corp	6455	2	610.4	307.9464415	18.43205	466965017.5	2080373	15.96136747	16.69752541	8.117535593	83.35929263	40.52528792	42.39436415
Florida Power Corp	6455	3	610.4	258.714025	18.43205	321708943.8	1888803	15.47610616	16.18988325	8.117535593	80.28827891	40.25618662	42.11285157
Florida Power Corp	6455	4	610.4	278.0670868	18.43205	470526366	2168302	15.67705793	16.40010316	8.117535593	82.1074449	40.6406045	42.51499927
Florida Power Corp	6455	5	610.4	271.1631011	18.43205	588292213.3	2243426	15.60702223	16.32683734	8.117535593	81.93146554	40.73548196	42.61425259
Florida Power Corp	6455	6	610.4	265.6452543	18.43205	524273538.5	2474812	15.54975361	16.26692741	8.117535593	82.1787716	41.00891868	42.90030056
Florida Power Corp	6455	7	610.4	294.2575732	18.43205	395103567	2706151	15.83470446	16.56502055	8.117535593	84.19268554	41.25784931	43.16071217
Florida Power Corp	6455	8	610.4	282.6390045	18.43205	422269567	2587144	15.72248595	16.44762638	8.117535593	83.34218888	41.1325725	43.02965744
Florida Power Corp	6455	9	610.4	275.689171	18.43205	421432762.5	2720954	15.65313405	16.37507589	8.117535593	83.2579351	41.27304546	43.17660919
Florida Power Corp	6455	10	610.4	305.4153559	18.43205	328002207.8	2363139	15.93837722	16.67347482	8.117535593	83.96841519	40.88029677	42.76574644
Florida Power Corp	6455	11	610.4	305.6988609	18.43205	317951351	2118538	15.9409618	16.6761786	8.117535593	83.35675395	40.57592768	42.44733948
Florida Power Corp	6455	12	610.4	342.6113932	18.43205	380535519.2	2074921	16.25851171	17.00837431	8.117535593	84.89583202	40.51797813	42.38671722
Georgia Power Co	27	1	655.76	327.9929509	17.65234	613342283.7	5121964	16.31734103	16.63091773	8.086483981	89.49621627	43.51592202	44.35218446
Georgia Power Co	27	2	655.76	315.3540317	17.65234	518524121.4	4388784	16.20665393	16.51810352	8.086483981	88.00026328	43.0807761	43.90867617
Georgia Power Co	27	3	655.76	268.003467	17.65234	467948990	4567383	15.74838192	16.05102472	8.086483981	85.73491399	43.1931307	44.02318994
Georgia Power Co	27	4	655.76	293.3956472	17.65234	508425277.4	4445917	16.003359	16.31090179	8.086483981	86.96987975	43.11720765	43.94580785
Georgia Power Co	27	5	655.76	306.0969413	17.65234	559383122.2	4801227	16.12273186	16.43256868	8.086483981	88.05869303	43.33377358	44.1665356
Georgia Power Co	27	6	655.76	330.138832	17.65234	668757483.5	5474902	16.33570941	16.6496391	8.086483981	89.98342065	43.70361935	44.54348884
Georgia Power Co	27	7	655.76	315.2285125	17.65234	530039441.2	5720804	16.20553257	16.51696061	8.086483981	89.51912721	43.82737267	44.66962038
Georgia Power Co	27	8	655.76	331.8349396	17.65234	476393515.6	5813509	16.35014352	16.6643506	8.086483981	90.41126547	43.87265172	44.71576957
Georgia Power Co	27	9	655.76	333.9680338	17.65234	475075219.6	5149198	16.36819206	16.68274599	8.086483981	89.80593654	43.53085923	44.36740872
Georgia Power Co	27	10	655.76	308.1299439	17.65234	418096650.3	4693758	16.14137792	16.45157308	8.086483981	88.03080621	43.27000835	44.10154497
Georgia Power Co	27	11	655.76	305.7653907	17.65234	454074548.6	4438020	16.11967924	16.4294574	8.086483981	87.59184526	43.11220001	43.94070397
Georgia Power Co	27	12	655.76	325.6831134	17.65234	451748796.3	4625346	16.29743443	16.61062858	8.086483981	88.79694609	43.22865198	44.05939384
Gulf States Utilities Co	28	1	801.918	245.5297736	17.63206	18549182.5	2220703	15.98264195	15.79326292	8.334036563	80.42329059	42.43902275	41.9361609
Gulf States Utilities Co	28	2	801.918	286.123937	17.63206	36378065.8	2259628	16.42699372	16.23234955	8.334036563	82.75751901	42.48948603	41.98602624
Gulf States Utilities Co	28	3	801.918	226.0138027	17.63206	11723837.4	2109789	15.74211567	15.55558665	8.334036563	78.93525392	42.29022712	41.78912836
Gulf States Utilities Co	28	4	801.918	210.8657855	17.63206	11543296.4	2230250	15.54064389	15.35650212	8.334036563	78.22215015	42.4514811	41.94847163
Gulf States Utilities Co	28	5	801.918	207.9527135	17.63206	13820176.1	2230277	15.50024417	15.31658109	8.334036563	78.01886712	42.45151626	41.94850637
Gulf States Utilities Co	28	6	801.918	201.9225176	17.63206	13664906.9	2628030	15.4147853	15.23213483	8.334036563	78.45978888	42.92810932	42.41945227
Gulf States Utilities Co	28	7	801.918	209.5878641	17.63206	11921455.9	2769669	15.52299029	15.33905769	8.334036563	79.29112616	43.0805567	42.57009328
Gulf States Utilities Co	28	8	801.918	188.6561641	17.63206	11616921	2647096	15.21742664	15.03711469	8.334036563	77.49312984	42.94910233	42.44019653
Gulf States Utilities Co	28	9	801.918	168.7603142	17.63206	8896651.3	2774979	14.89377102	14.71729407	8.334036563	76.08690954	43.08611915	42.57558983
Gulf States Utilities Co	28	10	801.918	164.8453686	17.63206	9997963	2493543	14.82560652	14.64993725	8.334036563	75.19275932	42.77555559	42.26870615
Gulf States Utilities Co	28	11	801.918	177.3923892	17.63206	10530934.3	2231844	15.03864273	14.86044919	8.334036563	75.69908135	42.45355599	41.95052194
Gulf States Utilities Co	28	12	801.918	179.5703109	17.63206	8452532.1	2301427	15.07408086	14.89546742	8.334036563	76.0368208	42.54271631	42.0386258
Houston Lighting & Power Co	29	1	682.5	205.676926	18.76282	45818253.4	4704400	15.09530156	15.61607721	8.309242116	81.83342173	43.54318343	45.0453879
Houston Lighting & Power Co	29	2	682.5	199.3795051	18.76282	13288566.9	4303161	15.00717074	15.52490595	8.309242116	80.88359474	43.29052776	44.78401581
Houston Lighting & Power Co	29	3	682.5	198.3628331	18.76282	13429305.8	4300764	14.99268217	15.50991753	8.309242116	80.80255864	43.28894863	44.78238221
Houston Lighting & Power Co	29	4	682.5	186.358773	18.76282	16036507.4	4423908	14.81576572	15.32689761	8.309242116	79.99665472	43.36895759	44.86515141
Houston Lighting & Power Co	29	5	682.5	189.6564525	18.76282	15260796.3	4613168	14.86547756	15.37832446	8.309242116	80.48479929	43.487682	44.98797172
Houston Lighting & Power Co	29	6	682.5	180.9608936	18.76282	16164605	5315442	14.73246364	15.24072167	8.309242116	80.50123756	43.88927822	45.40342267
Houston Lighting & Power Co	29	7	682.5	186.771122	18.76282	16202835.6	6070174	14.82202971	15.3333777	8.309242116	81.68502261	44.26556519	45.79269125
Houston Lighting & Power Co	29	8	682.5	175.8509671	18.76282	13443600.9	6106252	14.65128333	15.15674071	8.309242116	80.77466463	44.28235979	45.81006524
Houston Lighting & Power Co	29	9	682.5	154.3338607	18.76282	12748139.7	6009962	14.28137996	14.77407597	8.309242116	78.65523785	44.23731246	45.76346382
Houston Lighting & Power Co	29	10	682.5	154.4985432	18.76282	12873591.3	5435582	14.28440249	14.77720277	8.309242116	78.16558878	43.95262163	45.46895139
Houston Lighting & Power Co	29	11	682.5	153.1031748	18.76282	15058666.1	4656018	14.25868972	14.75060294	8.309242116	77.24603969	43.51388542	45.01507914
Houston Lighting & Power Co	29	12	682.5	251.0718328	18.76282	19197022.4	4510147	15.66051372	16.20078872	8.309242116	84.66449183	43.42367357	44.92175505
IES Utilities Inc	30	1	630.7	382.2171355	15.43498	112311384.4	786795	16.64771638	16.27200934	7.66209743	80.72109785	38.00962153	37.15181723
IES Utilities Inc	30	2	630.7	389.316649	15.43498	115968806.3	707806	16.69924476	16.32237482	7.66209743	80.33992859	37.71340673	36.86228744
IES Utilities Inc	30	3	630.7	450.1669066	15.43498	133412295.8	709952	17.10585017	16.71980392	7.66209743	82.31459959	37.72188268	36.8705721
IES Utilities Inc	30	4	630.7	400.9925328	15.43498	178726679.4	641315	16.78197893	16.40324184	7.66209743	80.14666379	37.43720618	36.59232021
IES Utilities Inc	30	5	630.7	392.7579708	15.43498	66453420.01	677763	16.72388475	16.34645873	7.66209743	80.19939976	37.59197176	36.74359302
IES Utilities Inc	30	6	630.7	407.3297961	15.43498	182583594.1	771267	16.82588116	16.44615328	7.66209743	81.46518901	37.95381233	37.09726755
IES Utilities Inc	30	7	630.7	407.1341674	15.43498	75474564.22	768368	16.82453617	16.44483864	7.66209743	81.43604757	37.94326867	37.08696183
IES Utilities Inc	30	8	630.7	430.3379087	15.43498	73757849.81	767878	16.97972463	16.59652479	7.66209743	82.18333983	37.94148261	37.08521608
IES Utilities Inc	30	9	630.7	386.5364363	15.43498	71589005.92	728321	16.67917875	16.30276166	7.66209743	80.4136001	37.79340283	36.94047817
IES Utilities Inc	30	10	630.7	421.4683375	15.43498	196356279.3	723609	16.92141529	16.53953139	7.66209743	81.542242	37.77523003	36.92271551
IES Utilities Inc	30	11	630.7	402.7659654	15.43498	128307040.9	701043	16.79433415	16.41531822	7.66209743	80.73981371	37.68652614	36.83601349
IES Utilities Inc	30	12	630.7	359.3438711	15.43498	60010302.01	739737	16.47494189	16.10313403	7.66209743	79.52045125	37.836948	36.98304062
Illinois Power Co	31	1	756.8	326.4328529	18.1613	256481563.9	1539545	16.6641877	16.78175786	8.347009335	82.46481657	41.01683504	41.30621943
Illinois Power Co	31	2	756.8	356.3702027	18.1613	206202371.9	1419214	16.91680623	17.03615868	8.347009335	83.23672267	40.78253285	41.07026419
Illinois Power Co	31	3	756.8	354.3510294	18.1613	181140687	1365502	16.9004477	17.01968474	8.347009335	82.92975087	40.67145869	40.95840636
Illinois Power Co	31	4	756.8	396.541521	18.1613	254983390.5	1252420	17.22431212	17.3458341	8.347009335	84.00176109	40.42258677	40.70777858
Illinois Power Co	31	5	756.8	415.7139031	18.1613	135712231	1338885	17.36024763	17.48272867	8.347009335	85.06726863	40.61478609	40.90133393
